,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
401,my hero ultra rumble,Xbox One,TheXboxHub,Critic,"MY HERO ULTRA RUMBLE exceeds expectations as an extraordinary take on the battle royale genre. It’s packed with many of the best heroes, and a few villains, showcasing their amazing Quirks for great, action-packed matches.","Oct 10, 2023",80
402,my hero ultra rumble,Xbox One,icebeast360,User,the game is shockingly fun acting as if you really are the character the microtransactions how ever are shockingly high its like trying to unlock an apex character all over again and most of the skins in the game are just re works of there canon  selfs (wow always wanted to play tsuyu just without her goggles glad i spent glad i spent 10+$ to get it) if you can get past that though you can have a blast,"Oct 11, 2023",5.4
403,pizza possum,PlayStation 5,PlayStation Universe,Critic,"Pizza Possum is a wonderful game that can be picked up by almost anyone and enjoyed. An offbeat and amusing premise lead into a mechanically sound game that works on pretty much every level. And is all wrapped in a presentation that is clear and absolutely adorable. My only complaints come from just how quickly the game runs its course; a bit more variety in the later parts of the game would have been the cherry ontop of the (possibly stolen) cake. But for the time that the game does keep you guessing, it was a fantastic ride. I can't wait to go back and see what other options I can find in the future, either by myself or dragging my friends along for another heist.","Oct 3, 2023",80
404,pizza possum,null,null,User,null,null,6.8
405,pizza possum,null,null,User,null,null,null
406,forgive me father,PC,Softpedia,Critic,"Forgive Me Father is a good first-person shooter that, despite embracing the retro concept, does not rely on nostalgia to draw players in. I played it relatively cautiously, conserving ammo when I could, and I didn’t feel like the madness system worked against me. But the game is at its best in the big arena fights, with big groups of enemies, a shredding soundtrack, and no option but to take the fight to them. The limited narrative works well for it, mostly because players can focus on the combat and on how they can improve their performance. The game should deliver more combat arenas and fewer jumping puzzles, but overall Forgive Me Father is one of the best retro FPS experiences of the moment.","Apr 6, 2022",71
407,forgive me father,PC,Game Rant,Critic,"This is a one-of-a-kind horror FPS delight. All the game’s nuances and features come together to craft an ode to H.P. Lovecraft that the author himself would be proud of. With incredible gunplay, myriad secrets to uncover, a gorgeous aesthetic, and memorable boss encounters, its technical issues don’t quite stop Forgive Me Father from being something a die-hard FPS fanatic looking for a fresh, new experience should miss out on.","Apr 6, 2022",80
408,forgive me father,PC,nogodnomaster,User,"This game knocks the aesthetics out of the park.
Gameplay is fast, unforgiving and loads of stressful fun.","Jan 2, 2022",6.8
409,forgive me father,PC,o1nk,User,"Отличный ретро-шутер, графика из комиксов и прекрасная визуализация миров Лавкрафта.
Музыкальное сопровождение также является достоинством данной игры.
Немного затянутый сюжет и большое количество уровней под конец начинают наводить скуку, но всегда можно заспидранить, игра не препятствует прохождению без убийств.
Немного кривая реализация древа навыков, а также нарушенный баланс между персонажами.
К плюсам также можно отнести высокую динамику геймплея, а это очень важно в такого типа играх.","May 29, 2023",8
410,dolphin spirit ocean mission,Xbox Series X,Movies Games and Tech,Critic,"Dolphin Spirit: Ocean Mission is a cute and wholesome educational adventure title. As such, it is perfect for children or those who have a thirst for knowledge. However, its lack of difficulty and repetitive tasks will put some people off. If you can cope with the shortcomings, you'll enjoy a relaxing and rewarding experience.","Sep 26, 2023",70
411,dolphin spirit ocean mission,null,null,User,null,null,null
412,chipmonk,Xbox One,TheXboxHub,Critic,Chipmonk! is an incredibly basic beat ‘em up which fails to innovate or excite in almost every way. What results is a mediocre callback which does nothing to stand out from the crowd. It would be nuts to recommend it.,"Oct 10, 2023",50
413,chipmonk,null,null,User,null,null,null
414,age of sokoban,null,null,Critic,null,null,tbd
415,age of sokoban,Nintendo Switch,Mrozcan,User,It's a very good brain exercise. Finished it in one sitting. I dare you to do the same.,"Jun 11, 2021",7.9
416,cybertd,null,null,Critic,null,null,tbd
417,cybertd,null,null,User,null,null,null
418,ufight,null,null,Critic,null,null,tbd
419,ufight,null,null,User,null,null,null
420,finest hour,null,null,Critic,null,null,tbd
421,finest hour,null,null,User,null,null,null
422,everhood eternity edition,Xbox Series X,TheXboxHub,Critic,"Everhood Eternity Edition is so kaleidoscopic, a macabre Fantasia that massages the eyes, ears and nerves. Nobody is talking about it but everybody should: it’s a cult hit in the making, and now’s your chance to be the one who says ‘I played it before it was cool’.","Oct 9, 2023",88
423,everhood eternity edition,null,null,User,null,null,null
424,aew fight forever hookhausen very handsome very,null,null,Critic,null,null,tbd
425,aew fight forever hookhausen very handsome very,null,null,User,null,null,null
426,cube decider,null,null,Critic,null,null,tbd
427,cube decider,null,null,User,null,null,null
428,betomis,Xbox Series X,TheXboxHub,Critic,"Stick all the indie platformers in the world into a blender, then pour out a tiny espresso cup and you’d have Betomis. It’s playable, forgettable and every bit a three out of five.","Oct 29, 2023",60
429,betomis,null,null,User,null,null,null
430,girls frantic clan,null,null,Critic,null,null,tbd
431,girls frantic clan,null,null,User,null,null,null
432,mechwarrior 5 mercenaries the dragons gambit,PlayStation 4,KeenGamer,Critic,"MechWarrior 5: Mercenaries - The Dragon's Gambit is an alright DLC. It's easy to hop into and takes place in a unique period of Battletech lore. It also provides a challenge to MechWarrior veterans. But it is just more of the same game. There is very little that makes this DLC feel different from the base game, and I do not believe it is worth the current asking price.","Oct 15, 2023",60
433,mechwarrior 5 mercenaries the dragons gambit,null,null,User,null,null,null
434,paper beast,PlayStation 4,Daily Star,Critic,"Whilst a little tricky at times, Paper Beast is an experience every PSVR owner should play at some point as it is quite simply a one-of-a-kind experience. Pixel Reef and Eric Chahi create a gorgeous ecosystem where animals, plants, natural resources, and the elements all work harmoniously to keep one another alive. All of this is done with incredibly complex and beautiful paper creatures that you will marvel at as they walk on by you in the dry deserts and cold tundras. And, when the simulation you are in is over, you might come away valuing the life on Earth in reality, just a little bit more.","Mar 22, 2020",79
435,paper beast,PlayStation 4,SpazioGames,Critic,Paper Beast is a peculiar experience that will give VR veterans a reason to go back to Playstation VR.,"Apr 6, 2020",80
436,paper beast,PlayStation 4,STAR64,User,"Perfekt game, i have platinum trophy per one days. Inspirational and original!!!","May 30, 2021",8.0
437,paper beast,PlayStation 4,SolidCroft,User,Absolutely fantastic game with immersive creatures and creative sandbox gameplay. A must have for psvr owners,"Aug 8, 2020",10
438,the crackpet show happy tree friends edition,PlayStation 5,GameGrin,Critic,"A tough, but never unfair roguelike, The Crackpet Show: Happy Tree Friends Edition is a blast to play over and over again. Just make sure the kids aren’t watching!","Sep 26, 2023",85
439,the crackpet show happy tree friends edition,null,null,User,null,null,null
440,wo long fallen dynasty conqueror of jiangdong,PlayStation 5,PlayStation LifeStyle,Critic,"Team Ninja still can’t tell stories, though, as Conqueror of Jiangdong’s cutscenes are nonsensical and haphazardly stitched together to justify going to each level. And while the plot doesn’t matter here, it is yet another example of how the studio is treading water with Conqueror of Jiangdong. This sophomore expansion includes some amazing boss fights, but ones that are still sullied by unhelpful allies and relegated to side missions. These hiccups sit on top of the game’s small pile of problems that is slowly growing as the DLC rolls out. Wo Long is still a quality action game and Conqueror of Jiangdong is a reminder of that, but it also points out — and magnifies — its weaknesses.","Oct 5, 2023",60
441,wo long fallen dynasty conqueror of jiangdong,null,null,User,null,null,null
442,girls frantic clan,null,null,Critic,null,null,tbd
443,girls frantic clan,null,null,User,null,null,null
444,harvest moon the winds of anthos,Nintendo Switch,Video Chums,Critic,"Harvest Moon: The Winds of Anthos is a surprising return to what made the earlier titles special and it feels like Natsume is putting some much-needed attention into fleshing-out the series. With its focus on exploration and a huge world to traverse, tons of items to find, and a variety of animals to nurture as well as solid farming, mining, and fishing; there's a lot of fun to be had with this instalment.","Oct 1, 2023",72
445,harvest moon the winds of anthos,null,null,User,null,null,7.0
446,harvest moon the winds of anthos,null,null,User,null,null,null
447,paleo pines,PC,GameGrin,Critic,"Explore the titular island in Paleo Pines as you embark on a quest to collect all of the numerous dinos and variants in a fun exploration-focused title that leaves its life simulator aspects behind — oftentimes, for the better.","Sep 25, 2023",65
448,paleo pines,null,null,User,null,null,5.4
449,paleo pines,null,null,User,null,null,null
450,cyberpunk 2077 phantom liberty,PC,PCWorld,Critic,"Phantom Liberty is CD Projekt RED’s masterpiece. Not only is Cyberpunk 2077 Phantom Liberty graphically easily three generations ahead of the entire industry and redefines how we experience video games with pathtracing, it’s also written even more thrillingly and staged even more explosively. Anyone who doesn’t enjoy this several times in different play styles has never loved video games. A clear must-play.","Oct 15, 2023",89
451,cyberpunk 2077 phantom liberty,PC,Worth Playing,Critic,"Except for some lingering bugs and other graphical issues, the Phantom Liberty DLC serves as an ideal swan song for this iteration of Cyberpunk 2077. The story is gripping from beginning to end thanks to some expected but exciting plot twists, a big diverging point in the story that occurs way before the end of the campaign, and some very memorable and fleshed-out characters. The tale may be somewhat self-contained, but the ties to the rest of the city make it feel like a proper expansion versus something completely siloed off from the rest of the game. That would be a good enough reason for existing fans to take the plunge, but given the various changes made by patch 2.0, it's a game that's definitely worth jumping into if you've been waiting for a good chunk of the issues to get cleared up.","Sep 24, 2023",90
452,cyberpunk 2077 phantom liberty,PC,marceloguedes,User,"Cyberpunk 2077: Phantom Liberty (v2.1) redeemed itself grandiosely. It went from being impossible to play in 2020 due to the sheer volume of bugs, to one of the best open-world experiences of my life. 
Now, the great sci-fi story can shine, with another incredible chapter in Phantom Liberty exploring more aspects of the universe, with fun gameplay, out-of-the-charts songs, and tons of content. Everything just works now. It is a must-play.","Dec 13, 2023",7.0
453,cyberpunk 2077 phantom liberty,PC,FVpeanut,User,"Phantom Liberty brings a visceral narrative to the already soul-gripping adventure of Cyberpunk. V finds themselves on another pilgrimage fueled with espionage and intrigue, and must plunge deep into a web of broken loyalties, and political power plays to save the President of the NUSA with the help of FIA Agent Solom Reed. (played by Idris Elba)  	

In the pulsating heart of the megalopolis that is Night City, we find ourselves in a self-governed combat zone that is Dogtown. Contacted by FIA Agent Intelligence analyst, Song So Mi ""Songbird"", with the promise of helping V to eliminate the biochip lodged in their head, V must help to save the President of the NUSA Rosalind Myers, as Space Force One crashes in Dogtown.  	

While adding a compelling new narrative to Cyberpunk, Phantom Liberty adds a plethora of new weapons, a new skill tree, gigs, and side quests, to the abundance of activities that make up Night City. From completing side gigs for ‘Mr. Hands’ to completing quests that add to the story within Phantom Liberty, you’ll find yourself fully submerged for hours within Dogtown. 	

Phantom Liberty adds a stellar lineup of characters to help fill out the narrative. Colonel  Hansen, a veteran of the ‘Unification War’ rules with an iron fist with the help of his militia, ‘Barghest Soldiers. Alex is an aspiring braindance actress turned FIA agent whose shapeshifting abilities make her a powerful tool within the FIA. Solomon Reed (played by Idris Elba) has a dossier filled with assassination attempts, successful negotiation attempts with kidnappers, and multiple sabotage operations and coups in South American republics. His last mission was to help build a successful spy network within Night City during the ‘Unification War’. In 2070 after realizing the war was a lost cause the NUSA disbanded his cell and he dropped off the radar. So Mi ""Songbird"" is President Myers’ right hand and an incredibly powerful netrunner. Rosalind Myers is the former CEO of Militech and is currently in her third term as President of the New United States of America. 	

I was enamored with the abundance of detail within Dogtown. From the swarming shop-packed ‘EBM Petrochem Stadium’ that breathes like a modern-day shopping mall to the larger-than-life neon-light pyramid that is ‘Heavy Hearts Club’, CD PROJEKT RED perfectly immerses you in the Cyberpunk universe. 

My initial journey with Cyberpunk was a sour one. After experiencing multiple game-breaking bugs at launch, I had given up. Periodically checking in with each update but never feeling that investment like I did with ‘The Witcher 3’. Then came update 2.0 and I was hooked. Then comes Phantom Liberty forever cementing Cyberpunk: 2077 into my top five games within the new decade, if not the top three. 

Phantom Liberty is CD PROJEKT RED at perfection. An encapsulating story, breathtaking visuals, deep and compelling characters, and a spy thriller that culminates in an almost alien-like game of cat and mouse. Phantom Liberty is a must-buy.","Dec 8, 2023",10
454,terraformers,PC,Softpedia,Critic,"Terraformers is an engaging game that can deliver that “one more turn” feeling that strategy fans crave. The interplay between resources, cards, leaders, and terraforming efforts requires careful thinking and asks players to make difficult choices. There’s a lot of variety both when it comes to scenario objectives and the planet setup. The card flow might be too random for some players but I find the uncertainty it creates a good way to keep tension and difficulty up. After a while, there’s also a sense that leader abilities repeat a little too often. But these are minor issues with a very good strategy and resource management game. Terraformers captures and translates into gameplay the lofty ideals of Mars-focused science fiction.","Mar 12, 2023",80
455,terraformers,PC,Movies Games and Tech,Critic,"While Terraformers has its faults like the unclear tutorials that don’t explain the mechanics of the game very well, it is overall still a very fun game. This is thanks to the fantastic presentation, the many unlockable options and difficulty options leading to a very replayable game, and the challenging yet enjoyable gameplay. I strongly recommend giving this game a go. While it has a slow start, I encourage you to push through its grueling start to find a fantastic game with a lot of depth and an emotional soundtrack.","Mar 29, 2023",80
456,terraformers,null,null,User,null,null,7.3
457,terraformers,null,null,User,null,null,tbd
458,terraformers,null,null,User,null,null,null
459,train sim world 4,Xbox Series X,Movies Games and Tech,Critic,"Train Sim World 4 (Deluxe Edition) is a phenomenal example of a simulation game. With fantastic graphics, awesome audio, and deep gameplay, this is the best train driving title yet. However, if you don't love trains, you'll probably find it to be slow and tedious.","Oct 9, 2023",90
460,train sim world 4,null,null,User,null,null,null
461,mimi the cat mimis scratcher,null,null,Critic,null,null,tbd
462,mimi the cat mimis scratcher,null,null,User,null,null,null
463,truck driver the american dream,PlayStation 5,Games.cz,Critic,"Truck Driver: The American Dream teased an Unreal Engine 5-powered, narrative-driven trucking game, only to unveil an unenjoyable arcade experience with highly frustrating road traffic, uninteresting chatter, and audiovisual elements that fall short of both the chosen engine's capabilities and the standards of current consoles. At a significant discount, it might temporarily satisfy the appetite for console trucking, but don't expect much beyond that.","Nov 15, 2023",40
464,truck driver the american dream,null,null,User,null,null,null
465,truckzilla monster truck mega ramp mania,PlayStation 4,PlayStation Country,Critic,"Truckzilla - Monster Truck Mega Ramp Mania is a game of two halves, the campaign mode is passable but the ramp stages are an unmitigated disaster. Pop-up is  very evident, the likes of which we’ve not seen since the original PlayStation. Oh and while there’s a slider for music volume, there’s no music. A bit of a mess all told.","Dec 11, 2023",40
466,truckzilla monster truck mega ramp mania,null,null,User,null,null,null
467,zombiezz,null,null,Critic,null,null,tbd
468,zombiezz,null,null,User,null,null,null
469,sakura mmo extra,null,null,Critic,null,null,tbd
470,sakura mmo extra,null,null,User,null,null,null
471,academy of drift,null,null,Critic,null,null,tbd
472,academy of drift,null,null,User,null,null,null
473,robo revenge squad,Xbox One,TheXboxHub,Critic,"Robo Revenge Squad is an interesting game with some clever ideas. Playing with friends is good fun, but going solo is very hard. Just be aware that the online scene is seemingly dead too.","Feb 7, 2023",60
474,robo revenge squad,null,null,User,null,null,null
475,bud spencer and terence hill slaps and beans 2,PlayStation 5,The Games Machine,Critic,"The dream game for Bud Spencer and Terence Hill' lovers. A classic, fun and easy to play beat 'em up with lots of quotes from the movies and a killer soundtrack. A few minor technical issues in no way alter the gaming experience, which despite the addition of mini-games and Party mode has a somewhat limited longevity.","Sep 30, 2023",77
476,bud spencer and terence hill slaps and beans 2,null,null,User,null,null,8.0
477,bud spencer and terence hill slaps and beans 2,null,null,User,null,null,null
478,rainbow high runway rush,Xbox Series X,TheXboxHub,Critic,"Rainbow High: Runway Rush is a series of fetch quests in a joyless maze. We found ourselves lost in identical crossroads, searching for Studio 2 (it was in class #93, obvs). Our mascara was running and our brain frazzling. We’ve talked to our kids, and apparently that is not what the show is about.","Oct 10, 2023",40
479,rainbow high runway rush,null,null,User,null,null,null
480,shuyan saga,Xbox Series X,XboxAddict,Critic,"An odd blend of visual novel and brawler, Shuyan Saga is certainly unique in its own right elevated with its great artwork and colors, though brought back down with its combat and gameplay. For a martial art that’s all about fluidity, it feels quite rigid at times. With an arena mode, a quick side mission after the story is complete, and two endings, there’s surely some reasons to play again if you’re really trying to get your value’s worth.","Nov 26, 2023",65
481,shuyan saga,null,null,User,null,null,null
482,venatrix,null,null,Critic,null,null,tbd
483,venatrix,null,null,User,null,null,null
484,cyber citizen shockman 2 a new menace,Nintendo Switch,Hey Poor Player,Critic,"It’s rare for a sequel to be better than the original. It’s even rarer for it to so eclipse it that they feel like completely different species. Nevertheless, that’s the magic trick that Cyber Citizen Shockman 2: A New Menace pulls off. It’s a beautiful retro adventure full of great artwork and amazing music, with lots of accessibility options to make it a bit easier. While the goofy story is nothing to write home about, it’s a great adventure and a tribute to a lost era of Japanese-only videogames. If you’re a fan of game history or just enjoy platformers, be sure to check this one out.","Sep 26, 2023",80
485,cyber citizen shockman 2 a new menace,null,null,User,null,null,null
486,whateverland,PC,GameGrin,Critic,"Whateverland is a simple point-and-click adventure that is just fun; though the complexity might be a bit bothersome for others, I found it a charming and enjoyable aspect.","Feb 12, 2023",70
487,whateverland,null,null,User,null,null,null
488,avatar the last airbender quest for balance,PC,IGN,Critic,"We haven’t quite been waiting 100 years for an Avatar game that lives up to the potential of the show, but it’s certainly beginning to feel that way after playing Avatar: The Last Airbender - Quest for Balance. This half-baked and wildly inconsistent retelling of the excellent TV series shows the promise of what an Avatar game could maybe be, but a baffling choice of which scenes to highlight, a clunky camera and combat, hilarious balance problems, and an overreliance on middling block puzzles and boring fetch quests leaves our search for the real Avatar still desperately out of luck. With more Avatar shows and movies on the way, it’s just downright odd how Quest for Balance has managed to arrive at this point in time as both an unsatisfying entry point for newcomers and a poor way to revisit it for dedicated fans.","Sep 27, 2023",40
489,avatar the last airbender quest for balance,PC,Tfuller193,User,"Even though the graphics are complained about a lot, it’s just the art style and tells a great representation of the original show and is very good game","Dec 2, 2023",4.6
490,cry babies magic tears the big game,Xbox Series X,TheXboxHub,Critic,"As a throwaway, hour-long distraction for a pre-school player, Cry Babies Magic Tears: The Big Game is surprisingly accessible and true to the TV show. But we’re not so loaded that we’d consider 30-quid particularly ‘throwaway’.","Oct 16, 2023",50
491,cry babies magic tears the big game,null,null,User,null,null,null
492,operation wolf returns first mission,PlayStation 5,IGN Adria,Critic,"Despite a few hiccups, Operation Wolf Returns: First Mission is a blast from the past delivered brilliantly to modern consoles, PCs and VR.","Oct 3, 2023",70
493,operation wolf returns first mission,null,null,User,null,null,null
494,mon yu defeat monsters and gain strong weapons and,Nintendo Switch,TouchArcade,Critic,"Worth checking out if you’ve played the developer’s other releases and want more. I just wish the in-game mechanics were better explained for newcomers, and that the systems were a bit more polished to make the game hit the quality I expect from Experience Inc.","Sep 24, 2023",70
495,mon yu defeat monsters and gain strong weapons and,null,null,User,null,null,null
496,paperman adventure delivered,PlayStation 5,Video Chums,Critic,"If its gameplay was more fine-tuned, Paperman: Adventure Delivered could have been a great throwback to PS2-era platformers.","Oct 10, 2023",60
497,paperman adventure delivered,null,null,User,null,null,null
498,days of doom,PlayStation 5,PSX Brasil,Critic,"Days of Doom is a fun mix between roguelite and tactical RPG that keeps you entertained largely due to its simplicity. Although the game manages to capture the feeling of wanting to play just one more run, its simplicity also ends up limiting the time you can enjoy it.","Sep 19, 2023",64
499,days of doom,null,null,User,null,null,null
500,payday 3,PC,Jeuxvideo.com,Critic,"If it doesn't reinvent the wheel, Payday 3 modernizes its four-player heist formula with accuracy and intelligence, and that's all we ask of it. The eight missions available to date are well done - and make excellent use of the few new mechanics. All in all, the life of a “controller in hand” thug is still just as demanding. Even if we can criticize a slight lack of content, especially for the arsenal, this third part already sticks to the skin with a system of skills, difficulty modes which always make you want to start again and achieve the ideal run. A superb foundation for the future.","Sep 21, 2023",67
501,payday 3,PC,Ragequit.gr,Critic,"Ultimately, PAYDAY 3 offers a fun combination of stealth and action/shooter gameplay in a way that no other game outside of the series does, and that certainly has merit in its own. But it still needs a lot more content if it's ever to replace its established predecessor at some point, and it needs significant redesign in the key area of progression to avoid alienating its audience.","Oct 12, 2023",70
502,payday 3,PC,ankancr1,User,Liked the game really much!,"Oct 29, 2023",3.1
503,payday 3,PC,WyattisBetter,User,"I love it its really really good, but the release was a fail but everything else works (server is okay now (for me))","Sep 24, 2023",10
504,earthshine,null,null,Critic,null,null,tbd
505,earthshine,null,null,User,null,null,null
506,hellsweeper vr,PC,Hey Poor Player,Critic,"Hellsweeper VR, with its ambitious design and promise of an intense, infernal combat experience, positions itself as a potential standout in the VR space. It teases players with the allure of an underworld filled with challenges, unique mechanics, and the thrill of mastering both melee and magic in tandem. But more often than not, its execution stumbles, falling short of the high bar it sets for itself.","Sep 19, 2023",50
507,hellsweeper vr,null,null,User,null,null,tbd
508,kind heart defenders,null,null,Critic,null,null,tbd
509,kind heart defenders,null,null,User,null,null,null
510,resident evil 4 separate ways,PlayStation 5,TheGamer,Critic,"Separate Ways is so good that it makes other Resident Evil games look worse by comparison. It’s hard to believe that this campaign was only $10 when Resident Evil 3 Remake, a game of similar length yet far less satisfying, was full price just three years ago. It’s even more surprising that just last year we were playing Shadows of Rose, a lightweight, uninspiring retread of Resident Evil Village that similarly tried to make old locales feel new again, but failed to match the quality of the base game. Separate Ways is more like a Resident Evil 2-style parallel campaign than a bonus DLC, and it’s been given the level of polish and care it deserves. Separate Ways has always been essential to the RE4 experience, but the remake elevates it to the quality of a standalone Resident Evil game. And at just $10, it might be the best value in gaming this year.","Sep 25, 2023",88
511,resident evil 4 separate ways,PlayStation 5,Atomix,Critic,"If Resident Evil 4 is a crown, Separate Ways is the jewel that complements it, and thus we can close this arc that will probably lead us to a new version of the fifth main game of this franchise.","Sep 27, 2023",90
512,resident evil 4 separate ways,PlayStation 5,Youngproscia,User,"Terrific; Capcom shows once again how DLC oughta be. The grapple mechanic is a lot of fun, different methods to accomplish the mission, and it ties the storyline together.
Bravo!! 10/10","Nov 18, 2023",9.2
513,resident evil 4 separate ways,PlayStation 5,dreamnight,User,I love the game and graphic amazing and also control haptic feedback and u feel you game and music good and I recommend pick the one local store and good day,"Nov 9, 2023",10
514,mon yu defeat monsters and gain strong weapons and,Nintendo Switch,TouchArcade,Critic,"Worth checking out if you’ve played the developer’s other releases and want more. I just wish the in-game mechanics were better explained for newcomers, and that the systems were a bit more polished to make the game hit the quality I expect from Experience Inc.","Sep 24, 2023",70
515,mon yu defeat monsters and gain strong weapons and,null,null,User,null,null,null
516,the expanse a telltale series episode 5,PC,RPG Fan,Critic,"The Expanse: A Telltale Series is a fun sci-fi jaunt that both fans and non-fans of the TV series can enjoy. It could expand the horizons for some people who came into the IP fresh, or be one last excursion for those who already love it. Prequels often feel unnecessary it takes something special to come up with a good one, and that’s something Telltale has succeeded at. Exhuming a series that’s already finished isn’t always a good idea, but when you have the capable hands of the Telltale crew, you’re in for an enjoyable ride. So, strap in because you might not survive the Gs if you don’t. Fingers crossed that this won’t be the last we hear of The Expanse: A Telltale Series.","Oct 5, 2023",82
517,the expanse a telltale series episode 5,null,null,User,null,null,6.3
518,the expanse a telltale series episode 5,null,null,User,null,null,null
519,hammerhelm,null,null,Critic,null,null,tbd
520,hammerhelm,null,null,User,null,null,null
521,circle dodge,null,null,Critic,null,null,tbd
522,circle dodge,null,null,User,null,null,null
523,you calligrapher,null,null,Critic,null,null,tbd
524,you calligrapher,null,null,User,null,null,tbd
525,polyboy war,null,null,Critic,null,null,tbd
526,polyboy war,null,null,User,null,null,null
527,truck simulator driver 2023 europe cargo,null,null,Critic,null,null,tbd
528,truck simulator driver 2023 europe cargo,null,null,User,null,null,null
529,the legend of nayuta boundless trails,PlayStation 4,TheSixthAxis,Critic,"The Legend of Nayuta: Boundless Trails is an absolute gem, and one of Nihon Falcom's best games period. It's a simple, bite-sized, and endlessly rewarding action RPG that brings all the charm of a hand-held adventure to the big screen without missing a beat.","Oct 8, 2023",76
530,the legend of nayuta boundless trails,PlayStation 4,GamingBolt,Critic,This blast from the past is finally localized for the West and provides some compelling gameplay to go with its intriguing plot.,"Sep 17, 2023",80
531,the legend of nayuta boundless trails,null,null,User,null,null,7.9
532,the legend of nayuta boundless trails,null,null,User,null,null,null
533,the legend of nayuta boundless trails,null,null,User,null,null,null
534,you suck at parking,Xbox Series X,Eurogamer Italy,Critic,"You Suck At Parking is a game like no others, one of those easy to learn and (really) hard to master. No real racing, just a straightforward set of inventive challenges in which you have to... park your car as quickly and accurate as possible.","Sep 29, 2022",74
535,you suck at parking,null,null,User,null,null,5.1
536,you suck at parking,null,null,User,null,null,null
537,lies of p,PlayStation 5,RPGamer,Critic,"My time with Lies of P was exactly the intense and gratifying experience that I hoped for. As one who holds Bloodborne in the highest regard as one of FromSoftware’s finest achievements, I found myself absolutely enamored with Round 8 Studio’s unique, clever take on the formula. While the game broadly functions similarly to the best the Soulslike genre has to offer, Lies of P‘s tweaks and refinements are so masterfully planned out and implemented that they make every moment of gameplay a pleasure. From the dopamine hits provided by exploring the labyrinthine level layouts, to the extreme elation of finally besting a challenging boss, there’s nary a moment of Lies of P‘s meaty campaign that feels wasted or unsatisfactory. With a post-credits teaser hinting at a second incredible twist on another literary classic lying in wait, the future looks bright for this new addition to the genre. Lies of P, welcome to the top!","Sep 20, 2023",80
538,lies of p,PlayStation 5,Everyeye.it,Critic,"All things considered, Lies of P is a product that has managed to convince us from practically every point of view. Neowiz's new work, although it plays very defensively and doesn't do anything truly new for the category to which it belongs, is a title with a living and breathing soul that reveals all the passion lavished by the studio during development. An exciting plot combined with the perfect artistic direction are the flagship of a robust and exhilarating play structure that will delight all fans of the genre. Are you ready to discover the darkness that lies in the depths of Krat?","Sep 12, 2023",87
539,lies of p,PlayStation 5,SimPipe,User,"One of the best games i've ever played, you can enjoy every single part of the game, and of course, is not perfect, but you can imagine how big can be the next game from this company.","Dec 23, 2023",8.3
540,lies of p,PlayStation 5,THESoulsFanatic,User,"What can't I say about Lies of P? Kanye said, ""I refuse to accept other people's ideas of happiness for me. As if there's a 'one size fits all' standard for happiness."" For this game not to have the acclaim of the Greek and Nordic gods is proof for atheist. This is THE game of the year, and everyone would favour it over Sekiro, and Bloodborne.","Dec 17, 2023",10
541,broken edge,PlayStation 5,GamingTrend,Critic,"A nuanced and excellent sword fighting game with far more depth than you might see on the surface, Broken Edge delivers martial arts combat, albeit with an almost exclusive online focus.","Oct 16, 2023",80
542,broken edge,null,null,User,null,null,null
543,gloomhaven,PC,LEVEL (Czech Republic),Critic,"Even if you have never heard of the legendary board game Gloomhaven, you should not miss its digital adaptation. If you enjoy ingenious turn-based strategies and dark fantasy, Gloomhaven is the game for you. In addition, thanks to multiplayer, you don't have to go on dangerous expeditions alone, and thanks to the support of creating new scenarios, the game offers an endless number of adventures and rotten dungeons.","Feb 17, 2022",82
544,gloomhaven,PC,GamingTrend,Critic,"Gloomhaven’s jump from board game to PC keeps the game as strategic and satisfying as it ever was, all while streamlining the experience and opening it up to new avenues of play. The genuine effort of the creators shows through to a game that is worthy for fans and newcomers alike to struggle against the hordes of doom that threaten your very cards.","Oct 24, 2021",85
545,gloomhaven,PC,Deltium,User,"Despite a very rough start to this game, the PC version is now OK with recent patches.   Gloomhaven is a good game, and this PC port is reasonably good.","Aug 11, 2023",6.7
546,gloomhaven,PC,obiwan_kanzi,User,"Gloomhaven digital is an outstanding implementation of the highest rated board game of all time as per ****, which won also the board game digital adaptation of the year 2021 award. I played the boardgame for hundreds of hours before getting the digital version, so my biggest concern was if this could lure me into replaying the boardgame campaign another time. it did by adding a whole new game mode and smaller optimizations such as reworked balancing.

I've not encountered the omnipresent bugs mentioned in other reviews here, so I assume they have been patched in the meantime.","May 8, 2022",10
547,persha and the magic labyrinth arabian nyaights,PlayStation 5,Video Chums,Critic,"As a huge puzzle game fan, Persha and the Magic Labyrinth -Arabian Nyaights- impressed me a great deal as it's one awesome game.","Oct 2, 2023",80
548,persha and the magic labyrinth arabian nyaights,null,null,User,null,null,null
549,tales of arise beyond the dawn edition,null,null,Critic,null,null,tbd
550,tales of arise beyond the dawn edition,null,null,User,null,null,null
551,mortal kombat 1,PlayStation 5,GamesRadar+,Critic,"Mortal Kombat 1 is a superbly presented fighting game with something to offer players of all experience and familiarity with NetherRealm's sprawling MK universe. The Kameo fighter system injects new strategic depth into combat, the rebooted timeline feeds a ridiculous story, and the suite of game modes are both varied and well made.","Sep 18, 2023",83
