,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
380,gorn,null,null,User,null,null,5.4
381,gorn,null,null,User,null,null,null
382,mega mall story 2,null,null,Critic,null,null,tbd
383,mega mall story 2,null,null,User,null,null,null
384,winning post 10,null,null,Critic,null,null,tbd
385,winning post 10,null,null,User,null,null,null
386,ankora lost days,Nintendo Switch,Video Chums,Critic,"Ankora: Lost Days is a colourful survival adventure game where you'll explore a new planet and use your smarts and tools to unblock obstacles in your path. If you're looking for a simplistic adventure with a fun twist on other games in the genre then pick this up but just don't expect a ton of depth when it comes to gameplay and anticipate getting a little lost on occasion, too.","Sep 18, 2022",67
387,ankora lost days,null,null,User,null,null,null
388,mayhem in single valley,Nintendo Switch,Gaming Nexus,Critic,"Most of the time Mayhem in Single Valley feels like a step above a sneaking game. I throw some food to distract something, jump over a pit, or dodge a train, avoiding some type of zombie creature, rinse and repeat. That’s not to say Mayhem in Single Valley doesn’t have some great stuffing going for it. The pixel art and chiptunes soundtrack are a perfect combination. While combat was not something I got into, it is different and a unique take, and could be seen as refreshing to the right person. There are also plenty of hidden elements to discover that would keep you busy. Overall, Mayhem in Single Valley can be an enjoyable game, but its flaws prevent it from being a must-play experience.","Apr 12, 2023",74
389,mayhem in single valley,null,null,User,null,null,null
390,wild park manager,null,null,Critic,null,null,tbd
391,wild park manager,null,null,User,null,null,null
392,mothered a role playing horror game,Xbox Series X,TheXboxHub,Critic,"A Role-Playing Horror Game will keep you covered for a few hours, but this is a game that is worth taking in a few times, as you hunt down different endings.","Apr 23, 2023",70
393,mothered a role playing horror game,null,null,User,null,null,null
394,bookypets legends,null,null,Critic,null,null,tbd
395,bookypets legends,null,null,User,null,null,null
396,bookypets legends,null,null,Critic,null,null,tbd
397,bookypets legends,null,null,User,null,null,null
398,dashing orange,Xbox Series X,TheXboxHub,Critic,"A platform speedrunner might find something in Dashing Orange. It’s an obstacle course for that player, in the same way a Spartan Run is for a jogger. But in our case, we wanted to give up repeatedly on Dashing Orange. This little orange was not for us.","Apr 30, 2023",40
399,dashing orange,null,null,User,null,null,null
400,runbean galactic,Xbox Series X,Movies Games and Tech,Critic,"RunBean Galactic is a fun, challenging, and moreish indie title. Furthermore, its simple concept and basic traps are deceptively understated. Can you avoid every obstacle and survive for as long as possible? Keep on running in this Flappy Bird-like endeavour.","Apr 2, 2023",70
401,runbean galactic,null,null,User,null,null,null
402,tales of the neon sea,PC,PLAY! Zine,Critic,"Tales of the Neon Sea doesn’t take any risks with its narrative, but presents a beautiful story and even more beautiful world to the player. Immersive cyberpunk surroundings and interesting puzzles can be captivating, even in the light of the unfinished story that should be continued in a few months.","Jul 7, 2019",62
403,tales of the neon sea,PC,Games.cz,Critic,"This is not a Chinese Blade Runner. You might be forgiven for thinking so after the brilliant beginning, but it goes downhill rapidly, folding under the weight of boredom and frustration. Regardless, fans of cyberpunk and absurd humor might find something to like here.","Jun 23, 2019",60
404,tales of the neon sea,PC,Burgerface,User,"The atmosphere built within this pixelated world is stunning! Absolutely no loading times and grasping story make you play nonstop. For roughly 8 hours...
After that you'll never return to the game, but it might just become a special, small memory in your head.","Feb 23, 2022",7.5
405,tales of the neon sea,PC,Aleosha,User,[SPOILER ALERT: This review contains spoilers.],"Jan 16, 2021",10
406,pirates outlaws,PC,Hooked Gamers,Critic,"Yes, I think Pirate Outlaws is a worth while experience. It has a good storyline, there are alot of activities to partake in, and it's entertaining with a replayability factor that's enhanced by the card building system. The game is in early access, but it's close enough to completion that with a tweak here and there Fabled Game is basically reading to release Pirate Outlaws fully. It certainly didn't leave me disappointed.","Mar 30, 2020",79
407,pirates outlaws,PC,GameCritics,Critic,"In the end, Pirates Outlaws is a hidden gem of a game. It’s easy to pick up, has a wide variety of characters and strategies, and also offers enough depth for deckbuilding players players who really like to dig in. Strongly recommended!","May 31, 2020",80
408,pirates outlaws,PC,BadassHBr,User,"Attracted by the art, I downloaded this game.
Get addicted by the gameplay, I continued to play it.
For tons of content to explore, I have spent hundreds of hours on this game.","Nov 29, 2020",8.2
409,pirates outlaws,PC,Xaalis,User,"Out of all the rouge-like card games I played in the recent years, this has to be the most addicting and well polished one. The variety of characters to choose from, the art style, the game balance and the interesting quests and riddles on the journey made this game almost a 10 for me.
Only downside for me is the heavy luck based mechanics that can really make or break a complete run in the harder difficulties.
Still I can recommend this game to everyone who is a fan of this genre 100%.","Aug 1, 2020",9
410,succubus,PC,Gamepressure,Critic,"Succubus seems to be a step up from Agony in many ways. It stands to reason then that Madmind’s next game, whatever that may be, will be significantly better. I hope that’s’ the case because there’s obviously talent in this studio… it just needs to harnessed in the right direction to make something truly engaging and memorable on the next go ‘round.","Oct 5, 2021",65
411,succubus,PC,BonitaApplebum,User,If you like sin and vice and everything not so nice then this is the game for you,"Jan 3, 2022",7.4
412,metal hellsinger dream of the beast,PC,Worth Playing,Critic,"The 1.6 patch adds some good new features to Metal: Hellsinger, and the Dream of the Beast DLC adds some good news songs and additional ways to tweak how you play. My hope is that this is just the beginning, as the developers continue to court and work with metal singers from various bands to add new music that's only found in the game. At the very least, it cracks open a few doors for ways to allow for new content, and it's done in a way that can be used in a mix-and-match fashion with all of the game's existing levels and content. At an asking price of just $3.99, the DLC adds new content into an already fantastic game.","Mar 28, 2023",91
413,metal hellsinger dream of the beast,null,null,User,null,null,null
414,chef life a restaurant simulator,PC,GameSpace,Critic,"Chef Life: Restaurant Simulator is fun and exciting. Having worked as a culinary miracle for several hours, we can say that Chef Life is not just a cooking simulator. Chef Life requires you to be constantly focused on all fronts.","Mar 2, 2023",74
415,chef life a restaurant simulator,null,null,User,null,null,null
416,runefall 2,null,null,Critic,null,null,tbd
417,runefall 2,null,null,User,null,null,null
418,mountain racing,null,null,Critic,null,null,tbd
419,mountain racing,null,null,User,null,null,null
420,quiz time,null,null,Critic,null,null,tbd
421,quiz time,null,null,User,null,null,null
422,pyramid raiders,null,null,Critic,null,null,tbd
423,pyramid raiders,null,null,User,null,null,null
424,quiz thiz croatia,null,null,Critic,null,null,tbd
425,quiz thiz croatia,null,null,User,null,null,null
426,match ventures,null,null,Critic,null,null,tbd
427,match ventures,null,null,User,null,null,null
428,math fun,null,null,Critic,null,null,tbd
429,math fun,null,null,User,null,null,null
430,joe wander and the enigmatic adventures,PlayStation 5,GameGrin,Critic,"Joe Wander and the Enigmatic Adventures features gorgeous environments and some tricky, yet enjoyable, puzzles. Camera and movement issues aside, this is a fun adventure that puzzle fans will get a kick out of.","Jun 1, 2023",60
431,joe wander and the enigmatic adventures,null,null,User,null,null,null
432,funtoons world,null,null,Critic,null,null,tbd
433,funtoons world,null,null,User,null,null,null
434,steel defier,Xbox Series X,TheXboxHub,Critic,"Is thirty minutes of a good thing enough? We’d say so. This adrenaline booster to the heart had us gripped. But just as we were getting good, nimbly leapfrogging any and all obstacles, Steel Defier was over. It needed to be about triple the length for us to nod sagely and say ‘that’s about right’.","Jun 11, 2023",70
435,steel defier,null,null,User,null,null,null
436,galaxy kart,null,null,Critic,null,null,tbd
437,galaxy kart,null,null,User,null,null,null
438,alpha warrior,null,null,Critic,null,null,tbd
439,alpha warrior,null,null,User,null,null,null
440,mlb the show 23,PlayStation 5,PlayStation Country,Critic,"Do you like baseball? MLB The Show 23 is your one stop shop for all things baseball. It’s great with tons of game modes and extras, including the returning March to October mode and the fantastic Negro Leagues presentation. That it’s not on PS+ as yet is a bit of an eyebrow raiser given its Game Pass day one inclusion, so it’s a shame that Sony didn’t see fit to include it as yet. If you’re curious, take a chance and you’ll be rewarded with a fascinating insight into the wider world of baseball.","Apr 11, 2023",82
441,mlb the show 23,PlayStation 5,The Games Machine,Critic,"After repeating the same exact gameplay year after year, MLB The Show 23 finally offers some interest-ing new features in an fresh enjoyable experience, both in old and in new game modes. There’s a great atmosphere on the diamond, and there are tons of things to do, games to play, stars to unlock. Some shadows on the online, with a netcode that it's shaky at times.","Apr 5, 2023",85
442,mlb the show 23,PlayStation 5,gsize19,User,"Very solid offering from the MLB The Show team. Game looks great, plays great, andreally gives you the ability to take a deep dive in Franchise and enjoy it. I am sure there are some things that can be done in Franchise that makes it more like being a GM of a club, but in terms of Franchise play from all the major sports, this is definitely the deepest and should be the model for EA to look at in terms of giving both Franchise only type players what they want and the money making modes like Diamond Dynasty, HUT, FUT, MUT what they want. This is the only series that doesn't rob Peter to Pay Paul all in the sake of giving into the arcade style players...","Nov 18, 2023",6.4
443,mlb the show 23,PlayStation 5,alanjackson,User,always a good time playing this game. Single player modes have improved but Diamond Dynasty is still the best online sports game and its not even close.,"Mar 28, 2023",10
444,resident evil 4,PlayStation 5,Trusted Reviews,Critic,"Resident Evil 4 Remake not only does right by its original source of inspiration, but it also sets a high bar for what modern day remakes can be. All components of the story have been finetuned into a more well-thought out package, and that’s before mentioning the game’s full use of today’s graphical prowess to deliver a more terrifying interpretation of rural Spain. The core gameplay also retains what made it so great back in the day, but with modern amenities such as a parrying system, quick-select for weapons and the ability to run. And despite the new improvements, the increased aggressiveness of the enemies ensures that the game never feels like a cakewalk. I don’t know who still needs to be convinced at this point, but Resident Evil 4 is a masterpiece that I cannot recommend enough.","Jun 29, 2023",93
445,resident evil 4,PlayStation 5,LevelUp,Critic,"Capcom has once again succeeded in recreating a masterpiece in a manner that faithfully captures the spirit of the original while also evoking new emotions that challenge expectations. This remake does far more than simply recreate the past; it is an excellent reinvention. Capcom has raised the bar for what is expected of a remake while simultaneously preserving an enviable legacy. Without a doubt, Resident Evil 4 remains the experience that defined genres and stands as one of the greatest games of all time.","Mar 17, 2023",95
446,resident evil 4,PlayStation 5,LegendsToday,User,"I was so worried that Capcom messes this one up, but thankfully not. It's amazing, seriously thank you Capcom for updating and making my favorite game of all time, even better!","Dec 24, 2023",8.0
447,resident evil 4,PlayStation 5,dragonkaizer,User,"Uno de los mejores juegos de aventuras lineales de la generación. Gran arte, mapa, entorno y combate.","Dec 18, 2023",10
448,the crown of wu,PlayStation 4,IGN Spain,Critic,The Crown of Wu has a great sense of adventure that doesn't quite shine because of a gameplay that lacks finesse.,"Mar 20, 2023",60
449,the crown of wu,null,null,User,null,null,6.6
450,the crown of wu,null,null,User,null,null,null
451,living with horses my horse farm,null,null,Critic,null,null,tbd
452,living with horses my horse farm,null,null,User,null,null,null
453,the crown of wu,PlayStation 4,IGN Spain,Critic,The Crown of Wu has a great sense of adventure that doesn't quite shine because of a gameplay that lacks finesse.,"Mar 20, 2023",60
454,the crown of wu,null,null,User,null,null,6.6
455,the crown of wu,null,null,User,null,null,null
456,living with horses my horse farm,null,null,Critic,null,null,tbd
457,living with horses my horse farm,null,null,User,null,null,null
458,lilas tale and the hidden forest,Xbox One,TheXboxHub,Critic,"Lila’s Tale and the Hidden Forest could have done with about double the content and a different approach to difficulty: a hard mode, a new game plus, or anything that would have raised a bead of sweat. But for all the grumbles, it’s a fine platformer that might make a fine purchase for a younger player. At least for an hour, until they move on.","Apr 13, 2023",60
459,lilas tale and the hidden forest,null,null,User,null,null,null
460,royal roads 2 the magic box,Xbox One,TheXboxHub,Critic,"How it manages it, we don’t know, but Royal Roads 2 emerges - comfortably - as the worst of the ‘Gnomes Garden’ city builders. It looks at its companion games and their lazy storytelling, buggy progression, unremarkable worlds and formulaic gameplay and says ‘hold my drink’.","Oct 9, 2023",40
461,royal roads 2 the magic box,null,null,User,null,null,null
462,flashout 3,PC,GameGrin,Critic,"Want to blow up people on a racing track while piloting a hover vehicle? Well then good sir/madam this is the game for you. Just, don’t expect the same whimsical enjoyment you may find in other titles.","Oct 12, 2022",75
463,flashout 3,null,null,User,null,null,null
464,headcount vr,null,null,Critic,null,null,tbd
465,headcount vr,null,null,User,null,null,null
466,maze the amazing labyrinth,null,null,Critic,null,null,tbd
467,maze the amazing labyrinth,null,null,User,null,null,null
468,omen of sorrow,PlayStation 4,PlayStation LifeStyle,Critic,"It’s a little rough around the edges in terms of polish and fidelity, but as a fighting game, it’s charmingly ambitious. Generally speaking, it has a cool vibe with neat interpretations of classic characters from dark storytelling’s past.","Nov 10, 2018",64
469,omen of sorrow,PlayStation 4,GameSpew,Critic,"Omen of Sorrow is a very competent fighting game. It just doesn’t have the same level of polish that so many others have. And there’s the problem: for its current retail price of £44.99/$49.99, you’d expect more.","Nov 9, 2018",70
470,omen of sorrow,PlayStation 4,Dantelihunter,User,This game and the studio behind it and did a great job the character models the stages and the music. It reminds me of Killer Instinct but better graphically. I'm not a huge fan of indie games but I did buy this one out of curiosity and all I have to say is finally somebody made an actual game instead of doing this two-bit weeaboo bullcrap. Thank you to the studio who made this I very well appreciate it I just wish you could play online or-ranked.,"May 16, 2022",5.0
471,omen of sorrow,PlayStation 4,XxpabloxX27,User,"I personally enjoyed Omen of Sorrow, though sometimes the mobility and generally speaking the ""fells"" of the game may seem a but odd, it is definitely a minor issue. Plus you cannot expect a KoF or MK, mainly because it is neither of those games. I find the approach that AOne took really enjoyable, and it is indeed the company's first game. The horror theme is pretty unplored in the realm of fighting games, so seeing a ""new"" company take the initiative in this field is pretty amazing, besides their first try was not to shabby. Taking everything into consideration as think this is as best as it can get, after they fix all the bugs in the game of course. And i think everyone would appreciate a free DLC in the mix too.","Nov 9, 2018",10
472,bonze adventure,null,null,Critic,null,null,tbd
473,bonze adventure,null,null,User,null,null,null
474,not for broadcast,PC,Hardcore Gamer,Critic,"Rarely do you find games these days that could be described as a combination of “ambitious,” “thought-provoking,” “hard-hitting,” “hilarious” and “extremely fun,” but somehow Not For Broadcast delivers on that front. It’s truly a unique gem with terrifically-varied gameplay, a perfectly-absurd sense of humor with impressive writing and performances, and a story guaranteed to throw you for a loop. Not For Broadcast is a bizarre masterpiece and one not afraid to gleefully mock everything it sees in the most over-the-top yet devastating ways possible, and for that, it deserves top honors. So that’s our report, and have a peaceful night…","Feb 9, 2022",82
475,not for broadcast,PC,CD-Action,Critic,"Not for Broadcast is a witty, hilarious satire of the world of media. It
teaches you not to trust your TV set and makes you genuinely pity the poor bloke who tries to manipulate you.","May 18, 2022",85
476,not for broadcast,PC,dinomdp,User,[SPOILER ALERT: This review contains spoilers.],"May 13, 2023",8.5
477,not for broadcast,PC,GVB,User,"When I decided to buy it I wasn't very convinced. The gameplay seemed original, at least, and it didn't seem like it was going to be too silly... What I found, however, was surprising. In every sense. The story is very well written and manages to mix very emotional moments with others typical of a Monty Python movie, and the game treats you as an adult and intelligent person capable of drawing your own conclusions.

As for what some critics say that there are segments that are too long, I barely remember two or three of those, and I think they put it there intentionally (to explain why would be spoiler). And if you're worried that the game is too difficult, there are several difficulty levels that allow you to just focus on the story.

But if I had to highlight just two things, it would be:

-The decisions, which are interesting to make and have real consequences in the story. This is seen above all in the segments between programs, where, depending on a thousand factors, you can decide in the protagonist's life and in his relationship with his family. And,

-The characters. A 10 to all of them, with special mention to Jeremy Donaldson. Brilliant, like the rest of the game.

So, if you are really looking for something different, mature, fun and exciting, buy it, play it, enjoy it.","Jan 26, 2023",10
478,tasty slot machine,null,null,Critic,null,null,tbd
479,tasty slot machine,null,null,User,null,null,null
480,celebrity slot machine,null,null,Critic,null,null,tbd
481,celebrity slot machine,null,null,User,null,null,null
482,extreme formula championship,null,null,Critic,null,null,tbd
483,extreme formula championship,null,null,User,null,null,null
484,lucky slots,null,null,Critic,null,null,tbd
485,lucky slots,null,null,User,null,null,null
486,sister,null,null,Critic,null,null,tbd
487,sister,null,null,User,null,null,null
488,learn the letters,null,null,Critic,null,null,tbd
489,learn the letters,null,null,User,null,null,null
490,wobbly life,null,null,Critic,null,null,tbd
491,wobbly life,null,null,User,null,null,tbd
492,balloon strike,null,null,Critic,null,null,tbd
493,balloon strike,null,null,User,null,null,null
494,last labyrinth,PlayStation 4,IGN Japan,Critic,"Last Labyrinth is a VR puzzle adventure with a wide array of interesting gimmicks and unique presentation. If you want to truly understand the story, be ready for a lot of repetition, but in the end that effort will be well worth it.","Dec 9, 2020",64
495,last labyrinth,null,null,User,null,null,7.0
496,last labyrinth,null,null,User,null,null,null
497,unheard voices of crime,Nintendo Switch,Starbit,Critic,"Unheard - Voices of Crime Edition is a puzzle/adventure game with a unique concept: listening to testimonials and watching videos and solving crimes based on what has been heard and watched. It's an accessible and simple concept that sustains a satisfying experience with an amazing audio quality, even if nonetheless it feels rather short, and the overarching plot is quite limited.","Jun 24, 2023",70
498,unheard voices of crime,null,null,User,null,null,null
499,deceive inc,PC,PC Gamer,Critic,A creative blend of sneaking and shooting that will have squads coming back for more.,"Apr 25, 2023",75
500,deceive inc,PC,NME,Critic,Deceive Inc. is a fantastic multiplayer game hamstrung with confusing progression and some minor annoyances that people who vibe with this spy-’em-up won’t mind a bit.,"Mar 27, 2023",80
501,deceive inc,PC,Chaosshield,User,"Easily the most inspired FPS out this year. Developers show great promise and understanding of things that their game needs, adding crouch exhaustion and jump inertia mechanics in the first two patches. Battlepass system is great, and isn't predatory FOMO like most other battle passes in games. You can make progress towards any pass you want even if they add a new one. Their first two balance passes were fantastic and changed the game for the better significantly. I've played almost 700 rounds and only have had maybe 5-6 games where I've been suspicious of hackers, which for a PC game is incredible.
Soundtrack is goated, I wish it was available for purchase, I've only found rips on youtube.","Jun 10, 2023",6.4
502,deceive inc,PC,MrW40K,User,"Frais, ça reprend beaucoup d'idées de partout avec des graphismes très ""Fortnite"" mais je m'amuse vraiment , l'ensemble marche bien.","May 15, 2023",8
503,tchia,PlayStation 5,KeenGamer,Critic,"I was blown away by Tchia. I'm really glad I got the opportunity to play this incredible game, which has obviously been lovingly put together by an excellent team. There were one or two teething issues when I played Tchia, otherwise it was a flawless experience. Once I got into the game (which didn't take long), I became addicted thanks to the amazing open world gameplay and the story you eagerly get absorbed in. If you like games that has a bit of everything in it, such as exploration, music, collectibles and loads more, then Tchia is a great game to invest in.","Jul 23, 2023",77
504,tchia,PlayStation 5,GLHF on Sports Illustrated,Critic,"Sometimes you just need to relax, calm down, and breathe in the culture, and Tchia lets you do just that. It's got its issues, the technical side of things is a bit lacking, and the combat can become a bit tedious with time, but when you're just wandering, seeking out new stories, taking in all the world has to offer, everything else falls away.","Mar 30, 2023",80
505,tchia,PlayStation 5,ZoeNight,User,Thanks for this game,"Sep 12, 2023",6.6
506,tchia,PlayStation 5,Quadity,User,What a little gem! Had a great time playing this. Happy it was on PS+ otherwise I might have overlooked it.,"May 3, 2023",10
507,ape academy 2,null,null,Critic,null,null,tbd
508,ape academy 2,null,null,User,null,null,tbd
509,the walking dead saints and sinners,PC,GamingTrend,Critic,"There’s a lot to juggle in The Walking Dead: Saints & Sinners, but it’s not a bad thing since each feature adds a layer of survivalism and immersion. Though certain weapons are uncomfortable, and there’s that NPC audio issue, it’s likely due to being the first available build of the game. The lack of physical crouching is irritating, but the combat, climbing, stealth, and RPG mechanics make up for it, putting you in near-complete control of the character. Every suspenseful moment is an addiction, and it’s an incredible experience all neatly packaged for you to slowly unwrap.","Feb 9, 2020",81
510,the walking dead saints and sinners,PC,CGMagazine,Critic,The Walking Dead: Saints & Sinners is a faithful VR adaptation that creatively knows what it’s like to fight walkers and stay alive.,"Feb 3, 2020",85
511,the walking dead saints and sinners,PC,ItzJordee,User,Very detail and story oriented game! Gives you a purpose to go back and play it every time with new content always being added! Always my first choice when looking through my library and gives me a little exercise. Recommend especially on the oculus quest 2 as the platform has little titles!,"May 21, 2021",8.4
512,the walking dead saints and sinners,PC,richard_undex,User,"Pretty cool. Scavenging feels good and the upgrading is fun. Combat is quite fluid and the gunplay is well done. The zombies aren't very hard after fighting about 5 of them, but it does still get pretty intense when you're fighting more than just a couple at a time.

Graphics are good, the randomization is cool, the voice acting is decent, and the storyline seems pretty neat.

Overall, I'm enjoying it.","Jan 8, 2021",10
513,r4 ridge racer type 4,PlayStation,Hot Games,Critic,Graphics are very impressive; this is one area that R4 totally rules over Gran Turismo. The effects and graphics are nothing short of mind-boggling.,,88
514,r4 ridge racer type 4,PlayStation,All Game Guide,Critic,"The biggest concern I have with R4: Ridge Racer Type 4 is it's level of difficulty. It is not incredibly hard, and as stated earlier, can be picked up by just about anyone... a delight to play, however.",,90
515,r4 ridge racer type 4,PlayStation,Maxispeed,User,"The GOAT of the series, everything is amazing about this game, the style, the soundtrack, the gameplay, the menu and everything else it has to offer, an absolute piece of art that Namco created","Jul 21, 2023",8.6
516,r4 ridge racer type 4,PlayStation,Akur,User,"Gran Turismo may have more content, more tracks, more of everything, but this game just has the soul and passion that makes us play games. It is sad to see we don't get games like this anymore. I love this game.","May 24, 2023",10
517,the walking dead saints and sinners,PC,GamingTrend,Critic,"There’s a lot to juggle in The Walking Dead: Saints & Sinners, but it’s not a bad thing since each feature adds a layer of survivalism and immersion. Though certain weapons are uncomfortable, and there’s that NPC audio issue, it’s likely due to being the first available build of the game. The lack of physical crouching is irritating, but the combat, climbing, stealth, and RPG mechanics make up for it, putting you in near-complete control of the character. Every suspenseful moment is an addiction, and it’s an incredible experience all neatly packaged for you to slowly unwrap.","Feb 9, 2020",81
518,the walking dead saints and sinners,PC,CGMagazine,Critic,The Walking Dead: Saints & Sinners is a faithful VR adaptation that creatively knows what it’s like to fight walkers and stay alive.,"Feb 3, 2020",85
519,the walking dead saints and sinners,PC,ItzJordee,User,Very detail and story oriented game! Gives you a purpose to go back and play it every time with new content always being added! Always my first choice when looking through my library and gives me a little exercise. Recommend especially on the oculus quest 2 as the platform has little titles!,"May 21, 2021",8.4
520,the walking dead saints and sinners,PC,richard_undex,User,"Pretty cool. Scavenging feels good and the upgrading is fun. Combat is quite fluid and the gunplay is well done. The zombies aren't very hard after fighting about 5 of them, but it does still get pretty intense when you're fighting more than just a couple at a time.

Graphics are good, the randomization is cool, the voice acting is decent, and the storyline seems pretty neat.

Overall, I'm enjoying it.","Jan 8, 2021",10
521,postal 4 no regerts,PC,Hardcore Gamer,Critic,"Postal 4: No Regerts is a return to form to the cult classic Postal 2. Unfortunately, while it does stay true to what made it successful among its fanbase, it doesn’t raise the bar in any area where it could be considered a great game. For a series known for pushing the envelope, Postal 4 feels like it plays things too safe. The gameplay mechanics are rough around the edges, while the attempts at edgy humor fall short. The potential is there, but regerttably the writers never push it to a level where it would be memorable. What we end up with is a game that is enjoyable but ultimately unremarkable.","Apr 17, 2022",30
522,postal 4 no regerts,PC,Multiplayer.it,Critic,"Postal 4 doesn't disappoint expectations: those looking for gratuitous violence, vulgarity and bad taste satire will find bread for their teeth. Results that are obtained using the winning basis of the second episode, structured in five levels for as many days of the week: a little more originality would not have hurt. Unfortunately, the technical problems are too obvious to overshadow: poor optimization, graphics bordering on indecent and numerous bugs still make it look like an embryonic title, despite three years of development. Or maybe this was precisely the intention of the developers?","Apr 17, 2022",40
523,postal 4 no regerts,PC,Artur_Cikul,User,"this is the most awesome game, I don't even have the words to convey this splendor. I've never seen a better game anywhere. it's a pity the ratings are low. I hope my review will fix at least something","Jun 6, 2023",3.9
524,postal 4 no regerts,PC,VentoliN13,User,"Been enjoying the hell out of it! As I've stated before to Running With Scissors, I've been pissing on everyone and everything! Greatest feature in any game ever! Lol unless there is pissing in your game, I don't want to play it!","Mar 27, 2023",10
525,quiz thiz germany,null,null,Critic,null,null,tbd
526,quiz thiz germany,null,null,User,null,null,null
527,aabs animals,PlayStation 3,Push Square,Critic,"Aabs Animals doesn't do anything fundamentally wrong – in fact, it excels in everything that it actually sets out to achieve. Clearly, the limited interactivity and twee subject matter are going to make it an incredibly niche release – but staring at a floating three-dimensional kitten may just be the tonic that your life sorely needs.","Jan 8, 2014",50
528,aabs animals,null,null,User,null,null,null
529,the guise,PC,Cubed3,Critic,"For a title that is both modestly priced and was also developed by just a small team, The Guise is a valiant attempt at making a Metroidvania-esque title in a gaming world packed with similar efforts. It is a visually striking world that is memorable, with an enjoyable but maybe not so complex fairytale story. While the abilities Ogden can collect do mix things up a bit when it comes to combat, the patterns of enemies make things just a little too simplistic, while at the same time frustrations around the fluidity of controlling Ogden increase that. There is some good fun to be had here, and the boss battles are a highlight among a story that is simple but enjoyable. However, it is possibly not a game likely to stick in the mind over other better executed attempts.","Nov 9, 2020",50
530,the guise,null,null,User,null,null,null
531,table soccer foosball,null,null,Critic,null,null,tbd
532,table soccer foosball,null,null,User,null,null,null
533,montgomery fox and the case of the diamond,null,null,Critic,null,null,tbd
534,montgomery fox and the case of the diamond,null,null,User,null,null,null
535,peppa pig world adventures,Xbox Series X,Movies Games and Tech,Critic,"Peppa Pig: World Adventures is a phenomenal child-friendly title that will impress your youngsters. With fun and safe gameplay, and vivid colours, this is aimed at a younger audience. However, as an adult, it was pretty annoying. Thankfully, though, the simple controls and straightforward mechanics allow your children to tackle this alone.","Mar 19, 2023",72
536,peppa pig world adventures,Xbox Series X,Multiplayer.it,Critic,Peppa Pig: World Adventures is a game designed for children and Peppa Pig fans. It is a very simple experience that has very little to say to anyone else.,"Mar 18, 2023",75
537,peppa pig world adventures,Xbox Series X,mmm_chicken21,User,"I can’t even explain how wonderful this experience was, even though I had to sell my favourite fork to get this I think it was worth it! As a 63 year old backpack I can appreciate the intricate graphics. My toes will forever feel joy.","Nov 30, 2023",7.3
538,peppa pig world adventures,Xbox Series X,Jjcracks,User,El mejor juego de la historia,"Oct 21, 2023",10
539,seeker my shadow,PC,Hey Poor Player,Critic,"Seeker: My Shadow is not without its issues, and it’s ultimately a fairly short journey, but it’s got adorable little diorama puzzles so full of charm that it’s really hard not to fall in love. If you have a young gamer in the house and want to play family friendly VR titles with them, I’d recommend Seeker: My Shadow right away. If you loved Captain Toad’s Treasure Tracker and want to experience the whimsical world of the Seekers, look no further than Seeker: My Shadow.","Oct 14, 2021",60
540,seeker my shadow,null,null,User,null,null,null
541,montgomery fox and the case of the missing,null,null,Critic,null,null,tbd
542,montgomery fox and the case of the missing,null,null,User,null,null,null
543,beyond enemy lines 2 enhanced edition,null,null,Critic,null,null,tbd
544,beyond enemy lines 2 enhanced edition,null,null,User,null,null,tbd
545,alice gear aegis cs concerto of simulatrix,PlayStation 5,Hey Poor Player,Critic,"Alice Gear Aegis CS: Concerto of Simulatrix is welcome return to a genre long thought dead. And though this is still merely the first stepping stone, it’s going in the right direction, it just needs some room to grow and cultivate. The gameplay loop is quick but ever so fierce and memorable in design, and while not every one of the game’s playable Actresses is a star, there are more than enough for just about everyone to be able to sink their teeth into. So if you can forgive the game’s steep learning curve and are looking for the closest thing to Virtual ON to release in recent years, then look no further. Alice Gear Aegis CS will scratch that itch.","Mar 17, 2023",80
546,alice gear aegis cs concerto of simulatrix,null,null,User,null,null,null
547,demon hunter chronicles from beyond,Xbox Series X,TheXboxHub,Critic,"Unless you’re a hardcore fan of hidden object puzzle adventures, Demon Hunter: Chronicles from Beyond isn’t worth your consideration. Actually, it’’ll be a hard sell even if you are a fan.","Apr 17, 2023",50
548,demon hunter chronicles from beyond,null,null,User,null,null,null
549,the dark pictures switchback vr,PlayStation 5,Impulsegamer,Critic,Be ready to have a horror filled thrill ride.,"Mar 26, 2023",64
550,the dark pictures switchback vr,PlayStation 5,4Players.de,Critic,"The action-packed madness on wheels features the most terrifyingly beautiful jumpscares in VR, albeit marred by technical issues.","Mar 19, 2023",74
551,the dark pictures switchback vr,PlayStation 5,Kevin889,User,RELLY good Game recomend GO played ITS the funnest vr Game i have played good,"Apr 30, 2023",6.7
