Date,Title,Author,Game Title,Comment Count,Link
"Nov 23, 2023",,Robert Anderson,GamePlayStation 5,6,https://www.ign.com/articles/playstation-ps5-wallet-gift-cards-black-friday-deal-10-percent-off
"Nov 23, 2023",,Robert Anderson,GameCall of Duty: Modern Warfare III,9,https://www.ign.com/articles/where-to-buy-a-ps5-before-christmas-2023
"Nov 23, 2023",,Wesley Yin-Poole,GameFC 24,1,https://www.ign.com/articles/ea-sports-fc-24-to-get-free-euro-2024-update-next-year
"Nov 23, 2023",,Eric Song,GamePlayStation 5,14,https://www.ign.com/articles/black-friday-ssd-deals-for-your-ps5-2023
"Nov 23, 2023",,Seth G. Macy,Null,4,https://www.ign.com/articles/amazon-vs-walmart-black-friday-which-2023-sale-should-you-shop
"Nov 23, 2023",,Joe O'Neill-Parker,GameFinal Fantasy XVI,48,https://www.ign.com/articles/final-fantasy-xvi-black-friday-deal-ps5-live
"Nov 23, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,4,https://www.ign.com/articles/mortal-kombat-1-tremors-secret-brutality-is-a-lot-happier
"Nov 23, 2023",,Wesley Yin-Poole,GameAgent,23,https://www.ign.com/articles/ex-grand-theft-auto-dev-pulls-behind-the-scenes-blog-says-someone-from-rockstar-had-a-word
"Nov 23, 2023",,Ryan Dinsdale,GameThe Witcher 3,12,https://www.ign.com/articles/the-witcher-3-hides-a-tragic-love-story-no-one-knew-about
"Nov 23, 2023",,Ryan Dinsdale,GameSouth Park: Snow Day,29,https://www.ign.com/articles/south-park-snow-days-3d-art-style-is-putting-off-some-fans
"Nov 23, 2023",,Hannah Hoolihan,GamePlayStation 5,0,https://www.ign.com/articles/black-friday-where-to-buy-a-ps5-live-2023
"Nov 23, 2023",,Ryan Dinsdale,GameThe Last of Us 2,422,https://www.ign.com/articles/the-last-of-us-part-2-remastereds-lost-levels-revealed-and-fans-are-already-spooked
"Nov 22, 2023",,Joe O'Neill-Parker,GameGod of War: Ragnarok,6,https://www.ign.com/articles/god-of-war-ragnarok-black-friday-deal-ps5
"Nov 22, 2023",,Rebekah Valentine,GameCall of Duty: Cold War,155,https://www.ign.com/articles/fresh-call-of-duty-2024-details-confirmed-alongside-gulf-war-setting-in-new-report
"Nov 22, 2023",,IGN Global Studios,GameArk: Survival Ascended,20,https://www.ign.com/articles/a-dinosaur-experience-remade-on-unreal-engine-5-ark-survival-ascended-10-reasons-to-play
"Nov 22, 2023",,Ryan Dinsdale,GameAgent,29,https://www.ign.com/articles/ex-rockstar-dev-sheds-light-on-long-lost-game-agents-development-troubles
"Nov 22, 2023",,Michael Cripe,GameShadow Gambit: The Cursed Crew,4,https://www.ign.com/articles/mimimi-games-riding-into-the-sunset-with-shadow-gambit-the-cursed-crew-dlc-in-december
"Nov 22, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,18,https://www.ign.com/articles/theres-no-need-to-buy-the-baldurs-gate-3-physical-deluxe-edition-from-scalpers-larian-says
"Nov 22, 2023",,Ryan Dinsdale,GameFortnite,15,https://www.ign.com/articles/eminem-confirmed-for-fortnite-as-epic-games-shares-first-look
"Nov 22, 2023",,Ryan Dinsdale,GameDiablo 4,23,https://www.ign.com/articles/diablo-4-free-on-steam-for-a-week
"Nov 22, 2023",,Ryan Dinsdale,GameDestiny 2,7,https://www.ign.com/articles/the-witcher-is-coming-to-destiny-2
"Nov 22, 2023",,Wesley Yin-Poole,GameSubnautica 3,17,https://www.ign.com/articles/next-subnautica-game-due-out-in-2025
"Nov 22, 2023",,Wesley Yin-Poole,GameKnights of the Old Republic Remake,61,https://www.ign.com/articles/star-wars-knights-of-the-old-republic-remake-reportedly-still-alive
"Nov 22, 2023",,Luke Reilly,GameBluey: The Videogame,85,https://www.ign.com/articles/bluey-the-videogame-review
"Nov 21, 2023",,Samuel Heaney,GameRoblox,0,https://www.ign.com/articles/where-to-buy-roblox-gift-cards-robux
"Nov 21, 2023",,Chris Reed,GamePlayStation 5,0,https://www.ign.com/articles/walmart-black-friday-deals-2023
"Nov 21, 2023",,Michael Cripe,GamePrince of Persia: Sands of Time Remake,38,https://www.ign.com/articles/troubled-prince-of-persia-remake-has-passed-an-important-milestone-ubisoft-says
"Nov 21, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/the-best-aussie-black-friday-gaming-deals-for-2023-au-deals
"Nov 21, 2023",,Michael Cripe,GameWarhammer 40K: Space Marine 2,20,https://www.ign.com/articles/warhammer-40000-space-marine-2-delayed-to-second-half-of-2024
"Nov 21, 2023",,Callum Bains,GamePlayStation 5,89,https://www.ign.com/articles/best-ps5-headset
"Nov 21, 2023",,Ryan Dinsdale,GameCyberpunk 2077: Ultimate Edition,38,https://www.ign.com/articles/cyberpunk-2077-ultimate-edition-becomes-first-xbox-series-x-game-on-3-discs
"Nov 21, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,4,https://www.ign.com/articles/call-of-duty-modern-warfare-3s-latest-glitch-sees-players-slide-about-like-a-snake
"Nov 21, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,148,https://www.ign.com/articles/mortal-kombat-1-players-are-changing-the-date-on-their-console-to-avoid-buying-skins
"Nov 21, 2023",,Wesley Yin-Poole,GameLords of the Fallen,26,https://www.ign.com/articles/lords-of-the-fallen-the-way-of-the-bucket-update-out-now-heres-what-it-does
"Nov 21, 2023",,Ryan Dinsdale,GameCyberpunk 2077: Ultimate Edition,73,https://www.ign.com/articles/cyberpunk-2077-ultimate-edition-coming-next-month
"Nov 21, 2023",,Robert Anderson,GameFC 24,0,https://www.ign.com/articles/black-friday-deal-ea-sports-fc-24
"Nov 21, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,38,https://www.ign.com/articles/ark-survival-ascended-commits-to-todays-xbox-release-date-but-ps5-version-delayed-again
"Nov 21, 2023",,Ryan Dinsdale,TV ShowThe Witcher,33,https://www.ign.com/articles/andrzej-sapkowskis-new-witcher-book-gets-release-window
"Nov 21, 2023",,Adam Bankhurst,GameCall of Duty: Modern Warfare III,36,https://www.ign.com/articles/call-of-duty-modern-warfare-3-sledgehammer-skill-based-matchmaking
"Nov 21, 2023",,Robert Anderson,GamePlayStation 5,0,https://www.ign.com/articles/black-friday-dualsense-controllers-uk-2023
"Nov 21, 2023",,Michael Cripe,GameCall of Duty: Modern Warfare III,8,https://www.ign.com/articles/call-of-duty-modern-warfare-3-dev-to-pull-infamous-groot-skin-while-it-works-on-a-fix
"Nov 21, 2023",,Joe O'Neill-Parker,GamePlayStation 5,1,https://www.ign.com/articles/black-friday-ps5-playstation-deal-uk-2023
"Nov 20, 2023",,Tristan Ogilvie,GameFlashback 2,94,https://www.ign.com/articles/flashback-2-review
"Nov 20, 2023",,Kat Bailey,GameFortnite,17,https://www.ign.com/articles/fortnite-planning-to-disable-age-gated-cosmetic-reveals-v2800-update-release-date
"Nov 20, 2023",,Null,GameThe Simpsons: Hit & Run,16,https://www.ign.com/articles/the-simpsons-hit-runs-developers-sequel
"Nov 20, 2023",,Michael Cripe,GameReturnal,28,https://www.ign.com/articles/returnal-director-harry-krueger-playstation-housemarque
"Nov 20, 2023",,Wesley Yin-Poole,GameNier,14,https://www.ign.com/articles/sounds-like-well-eventually-get-a-nier-sequel-but-dont-hold-your-breath
"Nov 20, 2023",,Wesley Yin-Poole,GameBully,49,https://www.ign.com/articles/with-gta-6-waiting-in-the-wings-fans-find-possible-evidence-of-cut-gta-5-story-dlc-canned-bully-2
"Nov 20, 2023",,Wesley Yin-Poole,GameCities: Skylines II,14,https://www.ign.com/articles/cities-skylines-2-dev-delays-expansion-pass-dlc-to-fix-the-pc-version-apologises
"Nov 20, 2023",,Wesley Yin-Poole,GameSkull Island: Rise of Kong,68,https://www.ign.com/articles/the-walking-dead-destinies-the-latest-worst-game-of-2023-contender-from-company-behind-king-kong
"Nov 20, 2023",,Khee Hoon Chan,GameBlack Myth: WuKong,0,https://www.ign.com/articles/how-black-myth-wukong-developers-history-of-sexism-is-complicating-its-journey-to-the-west
"Nov 20, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,65,https://www.ign.com/articles/playstation-plus-premium-gets-2-hour-baldurs-gate-3-trial-and-a-1-hour-gollum-trial
"Nov 20, 2023",,Wesley Yin-Poole,GameMetal Gear Solid 4,103,https://www.ign.com/articles/david-hayter-teases-metal-gear-fans-once-again-this-time-for-metal-gear-solid-4
"Nov 20, 2023",,Wesley Yin-Poole,GameBorderlands 3,79,https://www.ign.com/articles/borderlands-4-tiny-tinas-wonderlands-2-and-an-unannounced-brothers-in-arms-game-spotted
"Nov 20, 2023",,Wesley Yin-Poole,GameThe Last of Us Part II Remastered,163,https://www.ign.com/articles/does-the-last-of-us-2-need-a-ps5-remaster
"Nov 19, 2023",,Robert Anderson,GameNintendo Switch,0,https://www.ign.com/articles/black-friday-deals-live-uk-2023
"Nov 19, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/black-friday-bargains-ooze-out-early-2023-games-slashed-controller-prices-cut-and-more-au-deals
"Nov 19, 2023",,Robert Anderson,GameElden Ring,36,https://www.ign.com/articles/elden-ring-black-friday-2023
"Nov 19, 2023",,Robert Anderson,GamePlayStation 5,18,https://www.ign.com/articles/black-friday-ps5-dualsense-controller-deals
"Nov 17, 2023",,Cristina Alexander,GameKingdom Hearts,8,https://www.ign.com/articles/best-games-like-kingdom-hearts
"Nov 17, 2023",,Will Borger,GameCall of Duty: Modern Warfare III,33,https://www.ign.com/articles/modern-warfare-3-devs-tout-historically-low-crash-rates-updates
"Nov 17, 2023",,George Yang,GameThe Last of Us 2,14,https://www.ign.com/articles/the-last-of-us-part-2-remastered-for-ps5-confirmed-for-january-2024
"Nov 17, 2023",,Noah Hunter,GameStar Wars Jedi: Survivor,1,https://www.ign.com/articles/star-wars-jedi-survivor-best-deal-price-drop-after-black-friday-new
"Nov 17, 2023",,Eric Song,GameHorizon: Call of the Mountain,36,https://www.ign.com/articles/black-friday-deal-save-100-off-the-sony-psvr2-horizon-call-of-the-mountain-vr-bundle
"Nov 17, 2023",,Cristina Alexander,TechPS VR2,45,https://www.ign.com/articles/internet-has-more-fun-after-playstation-venom
"Nov 17, 2023",,Charlie Wacholz,GameNaruto x Boruto Ultimate Ninja Storm Connections,31,https://www.ign.com/articles/naruto-x-boruto-ultimate-ninja-storm-connections-review
"Nov 17, 2023",,IGN Staff,GameCall of Duty,29,https://www.ign.com/articles/best-call-of-duty-games
"Nov 17, 2023",,Taylor Lyles,GameHalf-Life,52,https://www.ign.com/articles/half-life-is-free-to-play-on-its-25th-anniversary-with-new-updates-and-steam-deck-verification
"Nov 17, 2023",,Travis Northup,GameCall of Duty: Modern Warfare III,8,https://www.ign.com/articles/modern-warfare-3-season-1-detailed-with-info-on-modes-maps-and-warzones-urzikstan-map
"Nov 17, 2023",,Michael Thompson,GameHogwarts Legacy,203,https://www.ign.com/articles/hogwarts-legacy-nintendo-switch-performance-review
"Nov 17, 2023",,Ryan Dinsdale,GameLike a Dragon: Infinite Wealth,9,https://www.ign.com/articles/like-a-dragon-infinite-wealths-jobs-include-samurai-surfer-and-housekeeper
"Nov 17, 2023",,Hannah Hoolihan,GameThe Last of Us Part 1,34,https://www.ign.com/articles/pick-up-the-last-of-us-part-i-for-ps5-at-amazon
"Nov 17, 2023",,Robert Anderson,GamePlayStation 5,3,https://www.ign.com/articles/black-friday-ps5-game-deals
"Nov 17, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,22,https://www.ign.com/articles/ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
"Nov 17, 2023",,Ryan Dinsdale,GameBluey: The Videogame,56,https://www.ign.com/articles/microsoft-has-made-a-unique-bluey-xbox-series-x
"Nov 17, 2023",,Joe O'Neill-Parker,GamePlayStation 5,0,https://www.ign.com/articles/perfect-ps5-2tb-ssd-best-price-ever-black-friday
"Nov 17, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,6,https://www.ign.com/articles/baldurs-gate-3-hotfix-11-sorts-out-gales-romance-scene-fix-incoming-for-astarian-kissing
"Nov 17, 2023",,Noah Hunter,GameAssassin's Creed Mirage,3,https://www.ign.com/articles/score-assassins-creed-mirage-for-39-this-black-friday
"Nov 17, 2023",,Ryan Dinsdale,GameFinal Fantasy 7 Rebirth,70,https://www.ign.com/articles/final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
"Nov 17, 2023",,Wesley Yin-Poole,GameDragon's Dogma 2,26,https://www.ign.com/articles/dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
"Nov 17, 2023",,Wesley Yin-Poole,GameBuzz Lightyear of Star Command,8,https://www.ign.com/articles/looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
"Nov 17, 2023",,Noah Hunter,GameCall of Duty: Modern Warfare III,4,https://www.ign.com/articles/the-best-xbox-deal-of-black-friday-save-on-diablo-iv-and-modern-warfare-3-with-an-xbox-series-x
"Nov 17, 2023",,Robert Anderson,GamePlayStation 5,18,https://www.ign.com/articles/black-friday-ps-plus-deal-2023
"Nov 17, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,7,https://www.ign.com/articles/mortal-kombat-1-modder-unlocks-playable-kameos-sort-of
"Nov 17, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,17,https://www.ign.com/articles/modern-warfare-3-camo-locked-behind-60-call-of-duty-sling-bag-is-perhaps-the-brightest-ever
"Nov 17, 2023",,Ryan Dinsdale,GameDragon's Dogma 2,9,https://www.ign.com/articles/dragons-dogma-2-showcase-set-for-late-november-2023
"Nov 17, 2023",,Matt Purslow,GameAvatar: Frontiers of Pandora,49,https://www.ign.com/articles/avatar-frontiers-of-pandora-combat-explained
"Nov 17, 2023",,Ryan Dinsdale,GameLords of the Fallen,26,https://www.ign.com/articles/lords-of-the-fallen-update-v11326-includes-complete-overhaul-to-all-bosses
"Nov 17, 2023",,Robert Anderson,GamePlayStation 5,69,https://www.ign.com/articles/black-friday-deals-ps5-playstation-2023
"Nov 16, 2023",,Matthew Adler,GameNintendo Switch,0,https://www.ign.com/articles/how-to-choose-the-best-video-game-console
"Nov 16, 2023",,Phil Hornshaw,GameCall of Duty: Modern Warfare III,180,https://www.ign.com/articles/call-of-duty-modern-warfare-3-zombies-review
"Nov 16, 2023",,Null,GameAshen,515,https://www.ign.com/articles/the-best-soulslike-games
"Nov 16, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/crazy-drops-on-consoles-vr-headsets-and-with-game-bundles-plus-a-haul-of-aaas-halved-au-deals
"Nov 16, 2023",,Cristina Alexander,GameFortnite,9,https://www.ign.com/articles/fortnite-leak-reveals-skins-for-invincible-omni-man-and-atom-eve
"Nov 16, 2023",,Amelia Zollner,GameFortnite,55,https://www.ign.com/articles/fortnite-community-slams-worst-update-over-new-age-restrictions-on-cosmetics
"Nov 16, 2023",,Hannah Hoolihan,GameBloons TD 6,7,https://www.ign.com/articles/most-popular-iphone-games
"Nov 16, 2023",,Rebekah Valentine,GameJak 3,113,https://www.ign.com/articles/naughty-dog-creative-head-neil-druckmann-to-receive-nyvgcc-legend-award
"Nov 16, 2023",,Ryan Dinsdale,GameImmortals of Aveum,10,https://www.ign.com/articles/immortals-of-aveums-big-the-echollector-update-out-now
"Nov 16, 2023",,Alex Stedman,GameBaldur's Gate III,93,https://www.ign.com/articles/baldurs-gate-3-physical-deluxe-edition-announced-for-early-2024
"Nov 16, 2023",,Wesley Yin-Poole,GameKnights of the Old Republic Remake,8,https://www.ign.com/articles/embracer-boss-tight-lipped-on-mia-star-wars-knights-of-the-old-republic-remake
"Nov 16, 2023",,Ryan Dinsdale,GameDark Souls,3,https://www.ign.com/articles/pixel-souls-demastered-mod-turns-dark-souls-retro
"Nov 16, 2023",,Seth G. Macy,GameThe Last of Us,6,https://www.ign.com/articles/the-last-of-us-gets-a-limited-edition-print-from-legendary-illustrator-yoshitako-amano
"Nov 16, 2023",,Simon Cardy,GameBloodborne,176,https://www.ign.com/articles/celebrating-10-years-of-ps4-with-our-favorite-games
"Nov 16, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,14,https://www.ign.com/articles/mortal-kombat-1-players-are-starting-to-discover-hidden-brutalities-including-one-for-omni-man
"Nov 16, 2023",,Wesley Yin-Poole,GameCocoon,4,https://www.ign.com/articles/cocoon-publisher-annapurna-buys-south-africas-largest-game-company-24-bit-games
"Nov 16, 2023",,Taylor Lyles,GameFortnite,30,https://www.ign.com/articles/fortnites-voice-reporting-feature-allows-players-to-report-inappropriate-voice-chats
"Nov 16, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,20,https://www.ign.com/articles/ark-survival-ascended-xbox-release-date-delayed-for-the-third-time-in-a-month
"Nov 16, 2023",,Wesley Yin-Poole,GamePayDay 3,7,https://www.ign.com/articles/payday-3-recoups-investment-but-disastrous-launch-limits-ongoing-sales
"Nov 16, 2023",,Wesley Yin-Poole,GameSaints Row,22,https://www.ign.com/articles/embattled-embracer-group-confirms-more-than-900-staff-laid-off-so-far-and-warns-of-more-to-come
"Nov 15, 2023",,Rebekah Valentine,GameLike a Dragon Gaiden,10,https://www.ign.com/articles/aews-like-a-dragon-themed-street-fight-was-perfectly-chaotic
"Nov 15, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/130-bucks-off-an-xsx-bundle-pay-the-least-coins-for-super-mario-rpg-sub-60-pokmons-and-more
"Nov 15, 2023",,Jacob Kienlen,GameHogwarts Legacy,0,https://www.ign.com/articles/hogwarts-legacy-the-best-tips-secrets-and-guides
"Nov 15, 2023",,Adam Bankhurst,GameAssassin's Creed Mirage,7,https://www.ign.com/articles/assassins-creed-mirage-is-getting-a-new-game-plus-mode-as-part-of-a-free-update
"Nov 15, 2023",,Stella Chung,GameCall of Duty: Modern Warfare III,796,https://www.ign.com/articles/call-of-duty-modern-warfare-3-multiplayer-review
"Nov 15, 2023",,Jesse Schedeen,GameSuicide Squad,72,https://www.ign.com/articles/how-suicide-squad-kill-the-justice-league-addresses-its-biggest-plot-mystery
"Nov 15, 2023",,George Yang,GameBaldur's Gate III,99,https://www.ign.com/articles/baldurs-gate-3-xbox-release-on-track-for-december-as-larian-teases-the-game-awards-reveal
"Nov 15, 2023",,Taylor Lyles,GameSuicide Squad,68,https://www.ign.com/articles/suicide-squad-kill-the-justice-leagues-metropolis-is-twice-the-size-of-arkham-knights-gotham
"Nov 15, 2023",,Kat Bailey,GameCall of Duty: Modern Warfare III,26,https://www.ign.com/articles/call-of-duty-modern-warfare-3-patch-133-doesnt-include-all-the-changes-players-hoped-for
"Nov 15, 2023",,Ryan Dinsdale,GameDragon's Dogma: Dark Arisen,32,https://www.ign.com/articles/playstation-plus-game-catalog-additions-for-november-2023-revealed
"Nov 15, 2023",,Jarrett Green,GameThe Last Faith,66,https://www.ign.com/articles/the-last-faith-review
"Nov 15, 2023",,Ryan Dinsdale,GameLike a Dragon Gaiden,33,https://www.ign.com/articles/persona-and-yakuza-could-be-adapted-into-movies-sega-says
"Nov 15, 2023",,Ryan Dinsdale,GamePayDay 3,15,https://www.ign.com/articles/payday-3-update-video-addresses-rocky-launch-it-was-frustrating-for-both-us-and-you
"Nov 15, 2023",,Wesley Yin-Poole,GameSpider-Man 2,131,https://www.ign.com/articles/marvels-spider-man-2-the-best-selling-game-of-october-in-the-us
"Nov 15, 2023",,Ryan Dinsdale,GameAvatar: Frontiers of Pandora,27,https://www.ign.com/articles/avatar-frontiers-of-pandora-season-pass-content-confirmed
"Nov 15, 2023",,Ryan Dinsdale,GameThe Witcher 3,18,https://www.ign.com/articles/the-witcher-3-wild-hunt-getting-official-mod-editor-from-cd-projekt
"Nov 15, 2023",,Ryan Dinsdale,GameLike a Dragon: Infinite Wealth,14,https://www.ign.com/articles/yakuza-fans-bracing-themselves-for-monster-class-game-like-a-dragon-infinite-wealth
"Nov 15, 2023",,Wesley Yin-Poole,GameMGS: Master Collection Vol. 1,60,https://www.ign.com/articles/metal-gear-solid-master-collection-vol-1-patch-130-makes-various-fixes-but-many-issues-remain
"Nov 15, 2023",,Wesley Yin-Poole,GameLies of P,42,https://www.ign.com/articles/lies-of-p-update-13-makes-big-changes-to-the-game
"Nov 15, 2023",,Wesley Yin-Poole,GameTurok 3 Remastered,21,https://www.ign.com/articles/turok-3-remastered-sees-unintended-early-release-on-nintendo-switch-that-contains-several-major-bugs
"Nov 14, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/680-worth-of-batmans-mortal-kombats-and-mordoring-for-24-early-black-friday-drops-and-more-au-deals
"Nov 14, 2023",,Kat Bailey,GameMortal Kombat 1,143,https://www.ign.com/articles/warner-bros-confirms-price-and-date-mortal-kombat-1-seasonal-bundle
"Nov 14, 2023",,Rebekah Valentine,GameShantae Advance,29,https://www.ign.com/articles/nintendo-indie-world-showcase-everything-announced
"Nov 14, 2023",,Leana Hafer,GamePersona 5 Tactica,206,https://www.ign.com/articles/persona-5-tactica-review
"Nov 14, 2023",,Jesse Schedeen,ComicMass Effect: Evolution,4,https://www.ign.com/articles/mass-effect-dark-horse-urdnot-wrex-talizorah-figures
"Nov 14, 2023",,Michael Thompson,GameCall of Duty: Modern Warfare 3,22,https://www.ign.com/articles/call-of-duty-modern-warfare-3-performance-review
"Nov 14, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,87,https://www.ign.com/articles/baldurs-gate-3-dev-teases-next-big-game-as-xbox-announcement-nears
"Nov 14, 2023",,Wesley Yin-Poole,GameDune: Spice Wars,102,https://www.ign.com/articles/xbox-game-pass-november-wave-2-2023-lineup-announced
"Nov 14, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,22,https://www.ign.com/articles/ark-survival-ascended-xbox-series-x-and-s-release-date-delayed-last-minute
"Nov 14, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,23,https://www.ign.com/articles/call-of-duty-modern-warfare-3-player-unlocks-most-coveted-camo-after-near-76-hour-grind
"Nov 14, 2023",,Wesley Yin-Poole,GameCities: Skylines II,12,https://www.ign.com/articles/cities-skylines-2-dev-delays-mod-support-slows-down-patch-releases-updates-console-release-date
"Nov 13, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/six-bucks-for-an-all-time-arkane-bundle-75-off-playstation-titles-and-a-new-low-for-starfield-au-deals
"Nov 13, 2023",,Hannah Hoolihan,Null,5,https://www.ign.com/articles/best-time-to-buy-video-games
"Nov 13, 2023",,Daniel Robson,GameFIST: Forged in Shadow Torch,66,https://www.ign.com/articles/inside-playstations-big-push-into-indias-burgeoning-gaming-market
"Nov 13, 2023",,Ryan Dinsdale,GameFinal Fantasy 7 Rebirth,84,https://www.ign.com/articles/final-fantasy-7-rebirth-rating-reveals-pools-of-blood-deep-cleavage-and-a-clue-to-aeriths-fate
"Nov 13, 2023",,Ryan Dinsdale,GameAlan Wake 2,16,https://www.ign.com/articles/the-game-awards-2023-nominations-see-baldurs-gate-3-and-alan-wake-2-leading-with-8-nominations-each
"Nov 13, 2023",,Robert Anderson,GamePlayStation 5,74,https://www.ign.com/articles/ps5-ps-plus-black-friday-deals-start-this-week-sony-officially-confirmed
"Nov 13, 2023",,Wesley Yin-Poole,GameKestrel,23,https://www.ign.com/articles/alan-wake-2-dev-remedy-ditches-free-to-play-for-its-co-op-multiplayer-game
"Nov 13, 2023",,Seth G. Macy,TechPlayStation Portal,16,https://www.ign.com/articles/playstation-portal-review
"Nov 13, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,55,https://www.ign.com/articles/the-rocks-cousin-a-navy-seal-veteran-is-a-new-call-of-duty-modern-warfare-3-operator
"Nov 13, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,53,https://www.ign.com/articles/baldurs-gate-3s-inevitable-bear-sex-speedrun-is-finally-here
"Nov 13, 2023",,Anthony Wood,GameHollow Knight: Silksong,33,https://www.ign.com/articles/nintendo-indie-world-showcase-announced
"Nov 13, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,293,https://www.ign.com/articles/mortal-kombat-1s-omni-man-is-cheaper-than-the-halloween-fatality-and-even-his-own-announcer-pack
"Nov 13, 2023",,Ryan Dinsdale,GameLike a Dragon Gaiden,10,https://www.ign.com/articles/yakuza-fans-are-getting-major-persona-5-vibes-from-like-a-dragon-gaiden
"Nov 13, 2023",,Ryan Dinsdale,GameElden Ring,14,https://www.ign.com/articles/elden-rings-latest-hero-letmesolothem-beats-final-bosses-for-others-5000-times
"Nov 13, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,49,https://www.ign.com/articles/warzones-infamous-groot-skin-already-causing-carnage-in-call-of-duty-modern-warfare-3
"Nov 13, 2023",,Wesley Yin-Poole,GameTekken 8,5,https://www.ign.com/articles/tekken-8s-final-character-reveal-is-reina-perhaps-the-spiritual-successor-to-heihachi
"Nov 13, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,64,https://www.ign.com/articles/the-boys-actor-antony-starr-says-he-isnt-voicing-homelander-in-mortal-kombat-1
"Nov 12, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/early-aussie-black-friday-deals-for-2023-au-deals
"Nov 11, 2023",,Adam Bankhurst,GameHades,24,https://www.ign.com/articles/hades-is-headed-to-apple-devices-via-netflix-in-2024-ios
"Nov 10, 2023",,Cristina Alexander,GameDisney Classic Games Collection,23,https://www.ign.com/articles/best-disney-games-on-nintendo-switch
"Nov 10, 2023",,Taylor Lyles,GameMortal Kombat 1,97,https://www.ign.com/articles/mortal-kombat-1s-thanksgiving-fatality-is-one-of-the-grossest-in-the-franchises-gory-history
"Nov 10, 2023",,Ronny Barrier,GameGTA 5,146,https://www.ign.com/articles/gta-6-everything-we-know-news-leaks-and-pre-trailer-intel
"Nov 10, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,31,https://www.ign.com/articles/mortal-kombat-1s-omni-man-is-as-broken-as-he-is-hilarious
"Nov 10, 2023",,Taylor Lyles,GameBaldur's Gate III,167,https://www.ign.com/articles/larian-studios-reveals-impressive-optimization-efforts-for-xbox-series-s-port-of-baldurs-gate-3
"Nov 10, 2023",,Ryan Dinsdale,GameLike a Dragon Gaiden,12,https://www.ign.com/articles/yakuza-dev-gets-its-games-mixed-up-as-judgement-references-appear-in-like-a-dragon-gaiden
"Nov 10, 2023",,Simon Cardy,GameCall of Duty: Modern Warfare III,1,https://www.ign.com/articles/ign-uk-podcast-722-modern-warfare-3s-cam-painful
"Nov 10, 2023",,Ryan Dinsdale,GameHogwarts Legacy,14,https://www.ign.com/articles/hogwarts-legacy-nintendo-switch-trailer-gives-first-official-look-at-the-game-in-action
"Nov 10, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,88,https://www.ign.com/articles/warner-bros-responds-to-mortal-kombat-1-10-fatality-backlash-with-two-free-fatalities
"Nov 10, 2023",,Ryan Dinsdale,GameLike a Dragon: Infinite Wealth,61,https://www.ign.com/articles/yakuza-fans-divided-over-kiryus-new-voice-actor-especially-his-karaoke-performance
"Nov 10, 2023",,Matt Purslow,GameAvatar: Frontiers of Pandora,82,https://www.ign.com/articles/why-avatar-frontiers-of-pandora-needed-to-be-first-person
"Nov 10, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,204,https://www.ign.com/articles/activision-is-already-pulling-call-of-duty-modern-warfare-3-maps-because-of-terrible-spawns
"Nov 10, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,24,https://www.ign.com/articles/activision-warns-warzone-cheaters-it-may-cut-their-parachutes-randomly-and-for-fun
"Nov 10, 2023",,Robert Anderson,GameCall of Duty: Modern Warfare III,23,https://www.ign.com/articles/score-a-ps5-and-modern-warfare-3-free-amazing-early-black-friday-deal-uk
