,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
209,arcadian atlas,null,null,User,null,null,null
210,motesolo no girlfriend since birth,null,null,Critic,null,null,tbd
211,motesolo no girlfriend since birth,null,null,User,null,null,null
212,full void,PC,SpazioGames,Critic,"Full Void tries to answer to the fans' call for the good old classic platforms like Another World, but a lack of challenges and its short longevity make it hard to justify playing it more than once.","Aug 19, 2023",68
213,full void,null,null,User,null,null,null
214,gangs of sherwood,PC,SECTOR.sk,Critic,"The outlaws fighting the Sheriff of Nottingham, even in the modern conception, have failed to make a significant impact and are pulling the short end of the rope. Only time will tell if the game will eventually find enough fans.","Nov 30, 2023",48
215,gangs of sherwood,null,null,User,null,null,6.0
216,gangs of sherwood,null,null,User,null,null,null
217,forest grove,PlayStation 5,Gaming Nexus,Critic,Forest Grove is very short and a little rough around the edges but it's a decent mystery story that kept me interested throughout and made me want to keep playing to find every piece of evidence I could to complete the story.,"Nov 27, 2023",75
218,forest grove,null,null,User,null,null,null
219,orten was the case,PC,Adventure Gamers,Critic,"Woodhill Interactive’s Orten Was The Case is a good game, but has a few noticeable flaws. On the one hand, the narrative itself is incredible, and the deeper you dive, the more enticing it becomes. There are evident issues with the gameplay and presentation, but patient players can push through or adapt to them. Those looking for an absorbing tale will find much to admire in this game.","Dec 19, 2023",60
220,orten was the case,null,null,User,null,null,null
221,the travelers path,Xbox Series X,TheXboxHub,Critic,"The Traveler’s Path doesn’t have the gumption to let you fail. You’re served up puzzle after puzzle that have multiple solutions and none of them are difficult to find. We waited, hoping for a puzzle that would truly confound us, but it never came. So, while we sprinted to the end, holding our 2000G aloft like a Triforce, we had that nagging feeling that we hadn’t earned it.","Nov 28, 2023",60
222,the travelers path,null,null,User,null,null,null
223,missing parts,null,null,Critic,null,null,tbd
224,missing parts,null,null,User,null,null,null
225,roots of pacha,PC,PC Gamer,Critic,"Even amidst the farming sim renaissance, Roots of Pacha cultivates a charming, community-driven vision of the Stone Age that’s endlessly satisfying and always enchanting.","May 3, 2023",82
226,roots of pacha,PC,PC Games,Critic,"Roots of Pacha is a cozy farming and life simulation at the dawn of humanity. There are cute animals, great NPCs and a lot to explore, discover or develop. The successful Stone Age simulation, with only a few stumbling blocks, makes a Stardew Valley heart beat faster.","Nov 30, 2023",80
227,roots of pacha,PC,IndigoWolf,User,"A cozy and fun game that combines beautiful Music/Art and a touching storyline, that holds meaningful symbolism, within an immersive world filled with different animal herds that can be tamed as well as relatable characters that actually develop/contribute to the tribe along with you! There is fun mini games and creativity to enjoy with this game as well.  I have had fun playing this game and recommend anyone to give it a go because it is definitely worth it!","Jun 1, 2023",7.4
228,roots of pacha,PC,ersko,User,"Although it looks like a **** Valley-like game, it has been formatted according to the period of the game by reviewing many details in the game, changing it and placing its own interpretations. As a Turk, I was particularly attracted to the symbolism, shamanism and wolf domestication details. I would like to thank everyone who contributed financially and morally to the production of the game.","May 30, 2023",10
229,suicide guy vr deluxe,null,null,Critic,null,null,tbd
230,suicide guy vr deluxe,null,null,User,null,null,tbd
231,wash simulator clean garagehousecars business,null,null,Critic,null,null,tbd
232,wash simulator clean garagehousecars business,null,null,User,null,null,null
233,dead by daylight chucky,null,null,Critic,null,null,tbd
234,dead by daylight chucky,null,null,User,null,null,null
235,puzzle vacations australia and new zealand,null,null,Critic,null,null,tbd
236,puzzle vacations australia and new zealand,null,null,User,null,null,null
237,calico,Nintendo Switch,KeenGamer,Critic,"I'd recommend Calico to anybody, but especially fans of cats, cafes, or anything in that same realm of interest. Bringing the year to a close with an adorable blanket of furry animals to wear, carry, and ride around while living your best life is certainly the way to go. Just be sure to update to the latest version when you can.","Jan 3, 2021",57
238,calico,Nintendo Switch,RPG Fan,Critic,"While Calico‘s current state is vastly improved from its initial release thanks to these patches, its initial launch state can’t just be swept under the rug. But the continued effort to improve the game, combined with its welcoming, comforting, and charming nature shining through these unpleasant mats of fur, makes it clear that Peachy Keen Games is a developer with a lot of potential — and I can’t wait to see what they can do in the future with more experience.","Feb 15, 2021",68
239,calico,Nintendo Switch,DeltaDeo,User,"Calico is super cute and after the patch, it is better than before. Good game for casual playing!","Jan 12, 2021",6.4
240,calico,Nintendo Switch,ThatGirlCharlie,User,"Peachy Keen Games worked over time to patch this game, and the hard work's paid off. With v 1.4, Calico runs smoother with less bugs and corrected controls. At the end of the day, Calico proves itself to be a warm slice of wholesome content. Light, breezy, and cute as a button, this is a game that is very refreshing, now more than ever.","Feb 5, 2021",9
241,junkyard fury breakout,null,null,Critic,null,null,tbd
242,junkyard fury breakout,null,null,User,null,null,null
243,first time in hawaii,null,null,Critic,null,null,tbd
244,first time in hawaii,null,null,User,null,null,null
245,deflector,PC,GameGrin,Critic,Deflector is a fantastic little game and is absolutely one of the best roguelites currently on the market!,"Dec 17, 2023",90
246,deflector,null,null,User,null,null,null
247,anime dream,null,null,Critic,null,null,tbd
248,anime dream,null,null,User,null,null,null
249,hoodie survivor,null,null,Critic,null,null,tbd
250,hoodie survivor,null,null,User,null,null,null
251,jump challenge,null,null,Critic,null,null,tbd
252,jump challenge,null,null,User,null,null,null
253,white wings,null,null,Critic,null,null,tbd
254,white wings,null,null,User,null,null,null
255,totally normal journey the interactive musical,null,null,Critic,null,null,tbd
256,totally normal journey the interactive musical,null,null,User,null,null,null
257,pool blitz,null,null,Critic,null,null,tbd
258,pool blitz,null,null,User,null,null,8.0
259,pool blitz,null,null,User,null,null,null
260,lasso catch,null,null,Critic,null,null,tbd
261,lasso catch,null,null,User,null,null,null
262,ancient mahjong,null,null,Critic,null,null,tbd
263,ancient mahjong,null,null,User,null,null,null
264,deleted,null,null,Critic,null,null,tbd
265,deleted,null,null,User,null,null,null
266,evil diary,Nintendo Switch,Pure Nintendo,Critic,"Evil Diary is a straightforward, retro, action/adventure game that never gets terribly difficult. You get to shoot aliens and zombies (who doesn’t like shooting zombies?), and the soundtrack is good. Other than that, it’s a bit of a lightweight game.","Dec 10, 2023",65
267,evil diary,null,null,User,null,null,null
268,hooligan simulator 2023 you vs system,null,null,Critic,null,null,tbd
269,hooligan simulator 2023 you vs system,null,null,User,null,null,null
270,timberman the big adventure,Xbox Series X,TheXboxHub,Critic,"Timberman: The Big Adventure may be short enough to confuse you on first playthrough, but what little is here is sweet. It feels like a no-expense-spared remaster of a 16-bit platformer that never existed: by which we mean that it’s full of charm and some timeless level design.","Dec 11, 2023",70
271,timberman the big adventure,null,null,User,null,null,null
272,timberman the big adventure,null,null,User,null,null,null
273,alina of the arena,Nintendo Switch,TouchArcade,Critic,"I really enjoyed playing Alina of the Arena. It sticks to the recipe for the most part, but it does it well. The arena aspect gives it a slightly distinct flavor, one that I found compelling. It was a little tough early on, but once I unlocked a new class or two I found things clicked really nicely. I wish the UI was a little less awkward, and it’s a little light content-wise compared to some of its peers, but on the whole this is a battle worth fighting.","Dec 4, 2023",78
274,alina of the arena,null,null,User,null,null,null
275,namariel legends the iron lord,null,null,Critic,null,null,tbd
276,namariel legends the iron lord,null,null,User,null,null,null
277,very bad dreams,null,null,Critic,null,null,tbd
278,very bad dreams,null,null,User,null,null,null
279,flappy eros,null,null,Critic,null,null,tbd
280,flappy eros,null,null,User,null,null,null
281,submarines,null,null,Critic,null,null,tbd
282,submarines,null,null,User,null,null,null
283,submarines 2019,null,null,Critic,null,null,tbd
284,submarines 2019,null,null,User,null,null,null
285,red cherish,null,null,Critic,null,null,tbd
286,red cherish,null,null,User,null,null,null
287,towers watch,null,null,Critic,null,null,tbd
288,towers watch,null,null,User,null,null,null
289,settris,PlayStation 5,PlayStation Country,Critic,"Settris is a slight package but fun enough with it. Some puzzles are a shade too easy and the platinum unlock after only sixty percent of the levels, while typical, feels like you’re barely scratching the surface. Play beyond that at the very least.","Nov 26, 2023",70
290,settris,null,null,User,null,null,null
291,train valley 2 community edition,PlayStation 4,PSX Brasil,Critic,"Train Valley 2 not only maintains the strengths of its predecessor, but also brings small changes and new features that make the title even more challenging. For puzzle or simulation fans, it's a guarantee of many hours of good gameplay.","Dec 6, 2023",84
292,train valley 2 community edition,null,null,User,null,null,null
293,to the sky,null,null,Critic,null,null,tbd
294,to the sky,null,null,User,null,null,null
295,guess the word,null,null,Critic,null,null,tbd
296,guess the word,null,null,User,null,null,null
297,warp and warp,null,null,Critic,null,null,tbd
298,warp and warp,null,null,User,null,null,null
299,irem collection volume 1,Nintendo Switch,Gaming Age,Critic,"IREM is off to a great start with this five volume collection. If they continue in this fashion, we might be in for some really great classic games for the modern consoles. While the games included aren’t ground breaking or super flashy, they will bring the fun factor as well as that classic shooter frustration that makes you want to keep trying no matter how many times you die. Definitely a good collection.","Nov 28, 2023",68
300,irem collection volume 1,null,null,User,null,null,null
301,worldless,PC,Eurogamer Germany,Critic,Beautiful Metroidvania with a clever combat system that sparks curiosity about discovering a magical world.,"Nov 26, 2023",85
302,worldless,null,null,User,null,null,null
303,safehouse thrilling multiplayer social deduction,null,null,Critic,null,null,tbd
304,safehouse thrilling multiplayer social deduction,null,null,User,null,null,null
305,habroxia,PlayStation 4,Video Chums,Critic,Habroxia is about as standard as retro-style shoot 'em ups can get while still offering slight twists on the classic gameplay.,"Oct 9, 2019",60
306,habroxia,null,null,User,null,null,null
307,disney pixar up 2009,Xbox 360,Planet Xbox 360,Critic,The video game does an excellent job at recapturing the charm and essence of what made the film so successful. The only issue is that Up doesn’t offer longevity by the baker’s dozen.,,61
308,disney pixar up 2009,null,null,User,null,null,7.0
309,disney pixar up 2009,null,null,User,null,null,null
310,grandia,PlayStation,Armchair Empire,Critic,"With an absolutely stellar story, and characters that are more lively and fleshed out than those found in other series this game provides the integral components to make for an RPG that will rule the players life until they&#146;ve finished the game.",,89
311,grandia,PlayStation,Game Revolution,Critic,"With an emphasis on characterizations, and battles that are actually fun to play, this game totally grabbed me.",,91
312,grandia,PlayStation,Takanome,User,"Grandia is an absolut masterpiece in story, music, world building… it’s an story about adventures and you truly feel like an adventurer while playing this game. Even if it’s an Ps1 game and you just see some pixels with some pictures which show you the emotions, you can feel every emotion the Charakters are feeling. The gameplay is also very creative how you level up you’re skills and how you combine all the element magic.
Everyone who loves JRPGs should play this awesome game.","Dec 4, 2023",7.7
313,grandia,PlayStation,Smoketornado,User,One of the best rpg´s ever made. A must play game. The story is fantastic. The combat system is unic and awesome.,"Dec 19, 2020",10
314,jurassic park classic games collection,Nintendo Switch,Gaming Age,Critic,"There’s a lot of this stuff that will just never make it to platforms like Virtual Console, so I’m happy to see someone out there doing the work to try and put these releases together despite the quality of original games. It also helps that nothing appears to have been mucked up along the way, each of these titles plays exactly as I remember, which is definitely the key when going back and doing these retro collections. So if you’re like me, and have any fond memories of these games growing up as a kid in the 90’s, then I’d say Jurassic Park Classic Games Collection is certainly worth a look.","Dec 18, 2023",50
315,jurassic park classic games collection,null,null,User,null,null,null
316,jet moto,null,null,Critic,null,null,tbd
317,jet moto,null,null,User,null,null,8.3
318,jet moto,null,null,User,null,null,null
319,the perplexing orb bounce n roll,PlayStation 5,PlayStation Country,Critic,"In trying to find things to like about this ball-based platformer, there isn't much to say and, yet, it still kept us compelled to keep playing it until it was beaten. It could be improved in many ways but ultimately The Perplexing Orb: Bounce N' Roll is more enjoyable than you'd think.","Nov 30, 2023",60
320,the perplexing orb bounce n roll,null,null,User,null,null,null
321,pathfinder wrath of the righteous lord of nothing,PC,GameSpace,Critic,"Pathfinder: Wrath of the Righteous - The Lord of Nothing is an interesting addition to the game. While the story is focused on a separate cast of characters from one of the previous DLCs, the main game also gets a number of additional Archetypes and feats as well as an incredible boss fight that will test your builds and gear to the limit.","Nov 21, 2023",80
322,pathfinder wrath of the righteous lord of nothing,null,null,User,null,null,null
323,pump press,null,null,Critic,null,null,tbd
324,pump press,null,null,User,null,null,null
325,pump press,null,null,Critic,null,null,tbd
326,pump press,null,null,User,null,null,null
327,i love finding furbabies,null,null,Critic,null,null,tbd
328,i love finding furbabies,null,null,User,null,null,null
329,slick slack,null,null,Critic,null,null,tbd
330,slick slack,null,null,User,null,null,null
331,happi basudei,Xbox One,TheXboxHub,Critic,"Happi Basudei is phenomenally atrocious, a water-cooler joke between developers that somehow wound up on the Xbox Store, miraculously dodging anything that might resemble quality control.","May 1, 2022",20
332,happi basudei,null,null,User,null,null,null
333,weedcraft inc,PC,Digitally Downloaded,Critic,"This isn’t a game which cracks easy jokes about weed culture; it doesn’t underestimate the finesse involved in the craft; but it also doesn’t shy away from criticising the shadier aspects of the industry either. It’s a truly fascinating look into a mythologised trade, and it’ll be a test for the most seasoned of tycoon fans.","Apr 13, 2019",67
334,weedcraft inc,PC,The Games Machine,Critic,Weedcraft Inc. is a good business sim for a weed empire and speaks to the prejudices and the contradictions around this world.,"Apr 11, 2019",75
335,weedcraft inc,PC,iamgoofball,User,"I've had an amazing time with this game! Easily clocked over 20 hours so far, and it's a really enjoyable business tycoon. The UI is nice and slick, the gameplay is nice and relaxing, but tense when the money starts running into the red. Wheeling and dealing with the criminal underworld and the slightly-less-criminal pharmaceutical world is incredibly enjoyable and Weedcraft is by far one of my favorite purchases this year. I don't understand why the critics are giving it such a bad rap. Maybe they just don't like weed? If so, I suggest they give it a shot sometime. It's great!","May 24, 2019",6.8
336,weedcraft inc,PC,MaxPalaro,User,"The game is fun, it can be a little repetitive, but the game triggered my brain. The thinking about creating the best Marijuana is very fun. Especially in the beguining where you cannot just research. For me this game is fun, it needs another modes for us to start with everything unlocked.","Apr 11, 2019",8
337,naruto x boruto ultimate ninja storm connections,PlayStation 5,GAMES.CH,Critic,"Naruto X Boruto: Ultimate Ninja Storm Connections is undoubtedly the most complete and extensive game of the worldwide popular anime hit to date. Although there are no major innovations, fans and, of course, all those who want to become fans can pick it up without hesitation thanks to the large roster, two story campaigns and beginner-friendly action gameplay.","Nov 14, 2023",68
338,naruto x boruto ultimate ninja storm connections,PlayStation 5,MeuPlayStation,Critic,"While Naruto x Boruto: Ultimate Ninja Storm Connections introduces some new elements compared to Storm 4, the game leaves the impression that it could be a DLC for its predecessor. The noteworthy aspects of the package include a substantial roster of playable characters, a variety of customization items, and the engaging ""Special Story"" mode.","Nov 28, 2023",70
339,naruto x boruto ultimate ninja storm connections,PlayStation 5,Darth19s,User,the original story mod is good but the another story mod its copy paste from the naruto ninja storm games and the gameplay is better than storm4,"Nov 24, 2023",5.0
340,naruto x boruto ultimate ninja storm connections,PlayStation 5,D1fficult,User,"Проделана огромная работа над режимом истории и дополнительной истории. Игра передает каноничный сюжет, все как надо. За примерно 8-10 часов передаются главные моменты аниманги, это и хорошо, и плохо. Проделана хорошая работа над графикой, и всем прочим. Великолепная ""энциклопедия naruto X boruto"" на 500+ страниц, которая помогает узнать информацию о персонажах.","Nov 19, 2023",10
341,persona 5 tactica,PlayStation 5,Digitally Downloaded,Critic,"Persona 5 Tactica is an excellent addition to the overall Persona 5 property. What at first looks like a cheerfully whimsical bonus spinoff ends up being something that adds to the core themes of the base game, and is impressive in the way it does that. It also backs up with some of the sharpest “fast tactics” play we’ve seen in the genre. I just wish the concept and theme were written better, and I honestly never thought I would say that of a Persona title.","Nov 23, 2023",74
342,persona 5 tactica,PlayStation 5,IGN Spain,Critic,"Persona 5 Tactica brings the Phantom Thieves back together for fans to enjoy in a strategy and role-playing game full of possibilities. A new opportunity to live adventures with Joker and his friends, this time leading a new revolution. On a negative note, it may fall short for those with a lot of experience in this type of games.","Nov 13, 2023",80
343,persona 5 tactica,PlayStation 5,kk162718,User,It is a Persona game thus it is Perfect game.I realy enjoyed what I saw and will see when I play the game again and again.,"Dec 3, 2023",7.6
344,persona 5 tactica,PlayStation 5,GameChangerUWU,User,"The Erina character is one of the best characters in all Persona history, and you get impregnated with the history. Is the perfect warm-up for a Persona fan waiting the Persona 3 release date.","Nov 26, 2023",10
345,bluey the videogame,Xbox Series X,Movies Games and Tech,Critic,"Bluey: The Videogame is a fantastic child-friendly endeavour. What's more, it'll appeal to fans of the franchise. Accordingly, if you are looking for a challenging game, this isn't for you. However, if you want a straightforward, fun, and colourful affair, then this ticks every box.","Nov 20, 2023",56
346,bluey the videogame,null,null,User,null,null,4.3
347,bluey the videogame,null,null,User,null,null,null
348,adventure tanks,null,null,Critic,null,null,tbd
349,adventure tanks,null,null,User,null,null,null
350,the walking dead destinies,PlayStation 5,COGconnected,Critic,"The Walking Dead: Destinies would have been a fitting release a decade ago during the peak of the series’ popularity, ironically, the game plays as if it belongs to that era too. You’ll quickly tire of the repetitive mission structure and grow frustrated with the combat system. Although the game claims to allow you to choose the path that Rick and Co. walk, your decisions barely make a difference. Even die-hard fans of the formidable franchise will want to steer clear of this undead adventure due to its dated design and poor execution.","Nov 21, 2023",29
351,the walking dead destinies,PlayStation 5,The Jimquisition,Critic,"GameMill Entertainment continues its run of rushed, cheap, utterly contemptuous scam jobs. Yet another game where you can see how the developers at one point hoped to make something good until reality hit them in the face, forcing them to spray some vomit onto storefronts and call it a day...It’s only marginally better than Skull Island: Rise of Kong because I can f.cking laugh at it.","Nov 23, 2023",30
352,the walking dead destinies,PlayStation 5,skyflare30,User,eu pelo menos gostei joguei do inicio ao fim apesar dos graficos ruins o jogo é divertido é desafiante em varias partes e faz o basico que é ser um jogo de zombie,"Dec 10, 2023",2.6
353,the walking dead destinies,PlayStation 5,Tomas95,User,das beste twd lizenz spiel aller zeiten es fäng der serie 100% den fler ein  die admosphäre ist gigantisch es macht extrem viel spaß als twd fan alls mein lieblings charakter rum zu laufen und es ist einfach sostalgie pur die serie als spiel nach zuspielen 50 euro lohnt sich alle male aber ist halt auch nur was für hardcore fans wie mich mein support haben mehr davon auf CD wirt nachgekauft,"Nov 18, 2023",10
354,low story,Xbox Series X,TheXboxHub,Critic,"Once it gets going, Low Story comes complete with some fun gameplay, a decent shooting mechanic and varied bosses. However it is in the little puzzle elements in which the inventiveness comes.","Dec 13, 2023",70
355,low story,null,null,User,null,null,null
356,rezzil player,null,null,Critic,null,null,tbd
357,rezzil player,null,null,User,null,null,null
358,the myth seekers 2 the sunken city,Xbox Series X,TheXboxHub,Critic,"If you’re on Team Artifex Mundi and are hungry for another hidden-object experience, then The Myth Seekers 2: The Sunken City doesn’t do much to disappoint. It’s dull and bland, but it does all the puzzling stuff well and with minimal fuss. But if you’re a tad more discerning or are looking for a decent entry point to the masses of similar games - well, this is about the last game we’d recommend to begin with.","Nov 27, 2023",60
359,the myth seekers 2 the sunken city,null,null,User,null,null,null
360,raccoon adventure animal simulator,null,null,Critic,null,null,tbd
361,raccoon adventure animal simulator,null,null,User,null,null,null
362,detective agency gray tie 2,null,null,Critic,null,null,tbd
363,detective agency gray tie 2,null,null,User,null,null,null
364,christmas massacre,PlayStation 5,Everyeye.it,Critic,"Christmas Massacre is a magnificent disaster. Puppet Combo's latest effort can't even remotely compete with sacred monsters like Hotline Miami, but that doesn't mean it's a product to ignore. In fact, it is a short and affordable experience whose purchase could be considered by those who want nothing more than to have a laugh, perhaps in the company of some friends and in the midst of the Christmas holidays.","Nov 25, 2023",60
365,christmas massacre,null,null,User,null,null,null
366,barton lynch pro surfing,PlayStation 5,PSX Brasil,Critic,"Barton Lynch Pro Surfing is definitely a game made by surfers for surfers. Even though its technical part is below what we expect from a game nowadays, the gameplay is fun and represents the feeling of surfing very well.","Nov 21, 2023",65
367,barton lynch pro surfing,null,null,User,null,null,null
368,runnyk,null,null,Critic,null,null,tbd
369,runnyk,null,null,User,null,null,null
370,warhammer age of sigmar realms of ruin,PC,COGconnected,Critic,"If you’re a fan of Age of Sigmar and can accept the game’s scaled back, slower approach to real time strategy, Realms of Ruin hits the mark. It’s a faithful and vibrant recreation of the Orruks, Nighthaunt, Tzeentch and grandly insufferable Stormcast Eternals. Some RTS fans will note the lack of tactical depth, but there’s a place for Realms’ streamlined approach that is welcoming to newcomers and veterans alike.","Nov 23, 2023",67
371,warhammer age of sigmar realms of ruin,PC,Gameblog.fr,Critic,"Warhammer Age of Sigmar Realms of Ruin stands out for its visual quality and immersion in the Warhammer universe, with a nice narrative single-player campaign and notable accessibility for new players. The lack of content could impact the game's longevity.","Nov 27, 2023",70
372,warhammer age of sigmar realms of ruin,PC,TurtleFlop,User,"In its current state I'd call this game more of a 7.5 to an 8, but I'm giving it the extra point to counteract some of the absolute nonsense diehard fans of the Old World are spouting about the setting.

Realms of Ruin is a highly tactical game - not strategic, there's no base building to speak of and you won't find yourself managing the tax infrastructure of some sprawling empire. What you WILL be doing is proactively managing battle-winning abilities across a meaty handful of units fighting on multiple fronts, placing a huge emphasis on clever timing, unit positioning, and using the right tool for the right job. 

The roster for each faction is relatively tight and the unit counter circle isn't complex in and of itself, but what that means is that every unit has an opportunity to shine if used correctly. The pace of combat has been called slow - that's intentional, to give players time to make decisions about where and when to utilize abilities to turn the tide of conflict.

When this game is humming, the flow of battle is anything BUT ponderous, as you'll be snapping between fronts, teetering on the knife's edge between disaster and glorious victory, pulling units in and out of the fight, and teeing off abilities at opportune moments to cripple and counter your foes. It's a mighty good time, and even when playing against the AI the game can prove satisfyingly challenging.

If you like games that forego grand strategy and base management in favor of a focus on tactical decision making, tight unit counts, and playmaking through well-time ability usage, you'll have a good time here. Good spiritual comparisons would be Dawn of War 2, Spellforce, and Company of Heroes.","Nov 20, 2023",6.9
373,warhammer age of sigmar realms of ruin,PC,Amogan,User,"I've only played the solo campaign so far, and I really enjoyed it!
(I had to lower the difficulty as I was getting my 4ss kicked initially)
Very immersive cutscenes, great story with cool twists,really fitting the Aos setting!
The visuals and audio are fantastic for a RTS! 
And the gameplay is actually good once you get to understand how to play! 
It's not quite a triple A game though, and the price is a little steep for this, but there are lots of features (MP, conquest, and a fantastic editor!)  . 
If you 're not interested in all of them (ie just want to play the solo or multi)  I'd suggest to get it on sale!","Nov 19, 2023",8
374,little mouses encyclopedia,Xbox One,XboxAddict,Critic,"While more interactive encyclopedia than traditional game, Little Mouse’s Encyclopedia has a beautiful aesthetic with an emphasis on learning about nature along the way. For what it’s worth, my daughter said she would have scored it at 7 for its “cute art and mouse”, but by the last area even she was skimming the fact cards and wanting to go back to her regular games.","Apr 27, 2021",57
375,little mouses encyclopedia,null,null,User,null,null,null
376,final shot,null,null,Critic,null,null,tbd
377,final shot,null,null,User,null,null,null
378,flashback 2,PlayStation 5,Digital Chumps,Critic,"To sum it up, Flashback 2 was worth a playthrough, and as a fan of the original, I had fun with it. It’s probably the easiest Platinum you can get, too. But the experience is tainted by lots of technical bugs and very linear, flat gameplay design. At its launch price of $40, I’m hesitant to recommend it to anyone that isn’t an ardent Flashback fan who might be more forgiving of the flaws. Whether any more patches get released is anyone’s guess, but even if the technical bugs get ironed out, the gameplay is still thin and pretty lackluster.","Dec 3, 2023",36
379,flashback 2,PlayStation 5,The Games Machine,Critic,"A modern sequel to Flashback could have been a title perhaps not as memorable as the original, but certainly a worthy sci-fi experience. Unfortunately, everything seems to have gone wrong as Flashback 2 is a disaster in almost every respect.","Nov 27, 2023",41
380,flashback 2,PlayStation 5,Maxfri,User,"But what a disaster this game is...
It's full of bugs.
Scripts that don't run.
Random saves.
Resumes exactly where you died, right in the middle of the mobs.
Absolutely non-existent level design.
But worst of all, quests that are impossible to finish, but unlocked without you having completed them.
And we don't know why, the gameplay is totally changed on the last part.
A really bad game with old ideas that just don't work.
Avoid it. And there's absolutely no way to make up for it.","Nov 25, 2023",2.2
381,flashback 2,PlayStation 5,Maxfrite,User,"this game is a ****'s literally an insult to the 1st mytic ****, in 2023, can we make such a lousy game? 
- the game is riddled with errors,
- scripts that won't launch, 
- some quests complement buggy like the quest for presidents
- texture bugs
- bad gameplay
- level design worthy of a beginner
- non-existent game design
even the story is badand 
this lousy gun ? like a child's toy that goes piu-piu!
this game is a disgrace!","Nov 19, 2023",1
382,dino rex,null,null,Critic,null,null,tbd
383,dino rex,null,null,User,null,null,null
384,the walking dead saints and sinners chapter 2,PlayStation 5,The Games Machine,Critic,"Immersion, great comfort and atmosphere to spare: The Walking Dead: Saints & Sinners - Chapter 2 offers very little new compared to the previous chapter, also due to a less interesting adventure, but the survival mechanics still work well and the result is a pleasure to play, especially on PS VR2.","Mar 27, 2023",72
385,the walking dead saints and sinners chapter 2,null,null,User,null,null,7.2
386,the walking dead saints and sinners chapter 2,null,null,User,null,null,null
387,prison city,PC,Gamers Heroes,Critic,"Prison City might cop Snake Plissken’s style, but this side-scrolling adventure proves that there is room for a new grizzled hero. While it provides a hefty challenge, those looking to the futuristic year of 1997 will have a blast.","Sep 10, 2023",80
388,prison city,null,null,User,null,null,null
389,vegas infinite,null,null,Critic,null,null,tbd
390,vegas infinite,null,null,User,null,null,null
391,jagged alliance 3,PC,Riot Pixels,Critic,"It's hard to stop playing this game. Finally the day has come, when I can say that about Jagged Alliance 3.","Aug 7, 2023",81
392,jagged alliance 3,PC,Multiplayer.it,Critic,"Jagged Alliance 3 is an excellent game, better than all the more recent installments. Let's say that since 1999, the year of Jagged Alliance 2, we haven't had this much fun with a game from the series. We're talking about an engaging title with a campaign that can last for dozens of hours and certain aspects of the experience that are truly deep. If it weren't for the entry difficulties and some absurdities on the battlefield, it would have been a masterpiece. As it is, though, it's still a great game that can provide a lot of satisfaction.","Jul 12, 2023",85
