,Title,Release Date,Description,Game Link
304,Horizon Midnight - Aircraft,"Nov 11, 2023",,https://www.metacritic.com/game/horizon-midnight-aircraft/
305,Air Aces,"Nov 11, 2023","Take command of various modern jet fighters (F-16 Falcon, Eurofighter Typhoon, Dassault Rafale) and copters (Bell AH-1 Cobra, Eurocopter EC665 Tiger) in this perfect mix between a realistic flight simulator and a mission based air combat game.

You'll have to complete 16 original missions in different war-zones to receive the title of 'Air Ace'.

Air Aces features all equipment of today's aircrafts and thus is designed to be as close as possible to reality to modern air combat.",https://www.metacritic.com/game/air-aces/
306,Ebenezer and The Invisible World,"Nov 11, 2023","Join Ebenezer Scrooge and a team of spectral allies as they battle to save London from the clutches of the wealthy industrialist, Caspar Malthus, and his militant Private Guard. 

With each Ghost lending their unique abilities, explore the dark corners of London and uncover the sinister influence of the Dark Spirit and an army of Unrepentant Ghosts.

Will you have the courage to confront Caspar and stop his malevolent plans before it is too late?

Embark on a story-rich 2D Metroidvania adventure with breathtaking hand-drawn art, playing as miser-turned-hero Ebenezer Scrooge in a reimagined Victorian-fantasy based on Charles Dickens' classic novel, A Christmas Carol. Enlist the help of ghosts to save the people of London before it's too late.",https://www.metacritic.com/game/ebenezer-and-the-invisible-world/
307,Your Computer Might Be At Risk,"Nov 10, 2023","A plan that almost worked out.

An unfinished story, forgotten twenty years ago, returns to be concluded.

An story about wrong decisions.

Your Computer Might Be At Risk is a first-person narrative puzzle game. Locked up in a room after a mysterious car accident, you must figure out how to escape while surviving dangerous trials and solving dozens of puzzles. Narrated in parallel, twenty years later your son unravels the story of your mysterious vanishing.",https://www.metacritic.com/game/your-computer-might-be-at-risk/
308,Bob the Elementalist,"Nov 10, 2023","Bob The Elementalist is a puzzle platformer set in a beautiful pixelated world. You’ll need to harness the powers of the four elements (wind, water, fire and earth) to gain new abilities and clear each zone. Can you master the skills of an elementalist? The challenge gradually increases over 80 cleverly designed levels. You are humanity’s last hope in a world plagued by a deadly disease.

Only by collecting all the crystals in every level you will be able to create a magical elixir and find a cure.


Features
* Puzzle platform gameplay
* Pixel art graphics
* Classic chiptune style music
* 80 levels with increasing difficulty",https://www.metacritic.com/game/bob-the-elementalist/
309,Burning Secrets - A Bara Visual Novel,"Nov 10, 2023","In one of Zafir's expeditions, the old wizard disappears and Fin decides to rescue him with Luxus's help. Embark on this journey in Luxus' shoes and have the opportunity to fall in love with one of them playing this short visual novel with multiple endings - including a polyamorous one.",https://www.metacritic.com/game/burning-secrets-a-bara-visual-novel/
310,Air Twister,"Nov 10, 2023","Soar through the sky battling against invaders in this all-new fantasy endless shooter from legendary game creator, Yu Suzuki.

Players will assume the role of Princess Arch fighting back against bizarre invaders to save their planet from destruction. They'll rain down their homing arrows to trace graceful arcs of light across beautiful, artfully crafted stages, before they pierce their foes.

With a fun and easy touchscreen swipe-shooting gameplay mechanic, the destiny of the planet is in the player's hands.",https://www.metacritic.com/game/air-twister/
311,Frontball Planet,"Nov 10, 2023","Frontball Planet is a game based on one of the most played sports in the world

Frontball Planet is a video game for 1 or 2 players that reflects the most important aspects of this sport in which players use their hands to hit a ball in order to score goals against their opponents.

Experience fun and action-packed matches in different cities and street spaces, different opponents to defeat and various game modes for both single player and local multiplayer.


Frontball Planet is a simple game that follows the official rules.

Although it is a sports game, the most important thing is the ease in the game and the simplicity of the controls. It is not a simulator but a quick and easy to understand video game that follows the official rules according to the Front Ball Federation. In an environment and with close and funny characters you will learn the rules of this fantastic sport.",https://www.metacritic.com/game/frontball-planet/
312,Your Computer Might Be At Risk,"Nov 10, 2023","A plan that almost worked out.

An unfinished story, forgotten twenty years ago, returns to be concluded.

An story about wrong decisions.

Your Computer Might Be At Risk is a first-person narrative puzzle game. Locked up in a room after a mysterious car accident, you must figure out how to escape while surviving dangerous trials and solving dozens of puzzles. Narrated in parallel, twenty years later your son unravels the story of your mysterious vanishing.",https://www.metacritic.com/game/your-computer-might-be-at-risk/
313,Air Twister,"Nov 10, 2023","Soar through the sky battling against invaders in this all-new fantasy endless shooter from legendary game creator, Yu Suzuki.

Players will assume the role of Princess Arch fighting back against bizarre invaders to save their planet from destruction. They'll rain down their homing arrows to trace graceful arcs of light across beautiful, artfully crafted stages, before they pierce their foes.

With a fun and easy touchscreen swipe-shooting gameplay mechanic, the destiny of the planet is in the player's hands.",https://www.metacritic.com/game/air-twister/
314,Sakura Alien 2,"Nov 10, 2023","In this visual novel Takagi Haru is a normal university student with an abundance of love for the stars. As a member of his university's astronomy club, alongside the sweet but somewhat ditzy Hiyori, Haru means to devote his life to the stars. He doesn't have any time to mess around with cute girls...

At least, that's what he always thought - until an alien princess from another planet, Ena, lands on his lap, and declares herself to be his future wife.

Haru ends up taking Ena in, as she has nowhere else to go, and Ena and Hiyori soon hit it off. Now, the three of them are good friends (or perhaps something more) - but malevolent forces are seeking to undermine their relationship.

A new professor has arrived at Haru's university. She is undoubtedly alluring, and Haru is soon drawn to her - but Professor Sakai seems to have her sights set on Ena.

Has Professor Sakai discovered Ena's secret identity as a runaway alien princess - and what does she mean to do with Ena?",https://www.metacritic.com/game/sakura-alien-2/
315,Dragon Wings,"Nov 10, 2023",Embark on an epic journey of self discovery! Set out on a thrilling adventure through treacherous landscapes and overcome exciting challenges. Will you be able to find your way home?,https://www.metacritic.com/game/dragon-wings/
316,Jet Ski Mania - Aquatic Adrenaline Rush,"Nov 10, 2023","Are you ready for the ultimate water racing experience? Look no further! Jet Ski Mania - Aquatic Adrenaline Rush is here to offer you an adrenaline-fueled adventure like never before. Hop on your virtual jet ski and dive into the immersive world of high-speed aquatic challenges.

Aquatic Adrenaline Rush also offers single-player gameplay with intelligent AI opponents, providing a satisfying and competitive experience even when you're offline. Prepare to push your skills to the limit as you engage in intense races against AI-controlled opponents who will stop at nothing to claim victory.",https://www.metacritic.com/game/jet-ski-mania-aquatic-adrenaline-rush/
317,Shalnor Legends 2: Trials of Thunder,"Nov 10, 2023","A Story-Rich RPG/Action-Adventure game. Step into the shoes of the young Orc Mogren and explore all of Thunder Island. Venture into dangerous dungeons, explore caves, solve puzzles, and help the residents of the island with their quests.",https://www.metacritic.com/game/shalnor-legends-2-trials-of-thunder/
318,Beholgar,"Nov 10, 2023","An evil sorcerer reads the ancient book and invites an evil god to earth. It is necessary to eliminate this evil threat. And the fate of the earth is in the hands of a barbarian.

Beholgar is a classically styled 2D metroidvania adventure. Explore caverns, ancient woods, and deadly castles; battle creatures and solve ancient mysteries at the kingdom.",https://www.metacritic.com/game/beholgar/
319,Wildshade: Unicorn Champions,"Nov 9, 2023","Cross the finishing line riding a unicorn! Wildshade: Unicorn Champions is a racing game for the whole family in which you are transported to a magical and colorful world. Win all the tournaments to unlock the rarest mounts, breed them to create the champion of your dreams and become the best horse rider in the fantasy world of Wildshade.",https://www.metacritic.com/game/wildshade-unicorn-champions/
320,Grace of Letoile,"Nov 9, 2023","Vedley, who lost his parents in a sad incident, hears from Achieitz about the existence of the Letoiles, who are able to make any wish come true. In order to turn back time and try to save his parents, Vedley makes a pact with a Letoile and becomes her Maschelle, and they throw themselves into the battles to steal Sertzes from the other Letoiles.

Harness the power of Skill Plates and Gems, combining them to unleash special skills and magic. The Field Effects add a layer of complexity to battles, offering both advantageous and disadvantageous effects, making your tactical choices crucial. The Chronos Gauge plays a central role, allowing you to perform unique skills and launch Interrupt Actions, enabling you to seize control of the battlefield.

Your journey is about mastering time and power, and every decision counts. Will you rewrite the fate that awaits Vedley?",https://www.metacritic.com/game/grace-of-letoile/
321,Kumi-Daiko Beatoff,"Nov 9, 2023","Welcome to the ultimate showdown of thumb dexterity, whippiness and cunning! 

In Kumi-Daiko Beatoff, you control a mask who is forever tied to a drum with a string. This drum is not only an instrument that makes a fun sound, but a formidable weapon when coming into contact with other masks at high speeds!

Up to four players can join in on the drum-spinning fun, clearing the playing field of angry red masks together or seeing who's who in last-mask-standing Battles. 

Avoid getting hit by other masks & have fun whackin' it out with everyone you love!",https://www.metacritic.com/game/kumi-daiko-beatoff/
322,Heads Up! Phones Down Edition,"Nov 9, 2023","Showcase your wit (or lack thereof) in this hilarious party game, fit for the big screen!

Heads Up is a Party Game
Turn your back to the TV, and guess the word or phrase on the screen behind you with the help of your friends or family.

That Invites Everyone to Play
It doesn’t matter if you’re an expert or you’ve never played before—anyone can jump right in.

And Be Silly
Observers can give hints by using funny accents, acting out, and shouting clues while the guesser tries to figure out the word on the screen. OR break down in desperation when you can’t figure it out.

For Endless Hours
There are over 90 decks covering pop culture, movies, trivia, celebrities, animals, and so much more.",https://www.metacritic.com/game/heads-up-phones-down-edition/
323,Double Dragon Advance,"Nov 9, 2023","For over three decades, both the Double Dragon Advance and Super Double Dragon have been hailed as the epitome of the Double Dragon series. Fans can buy the six-in-one Double Dragon Collection physical box for Switch, containing the following classics: Double Dragon, Double Dragon II: The Revenge, Double Dragon III: The Sacred Stones (all in English version), as well as the currently available Double Dragon IV.",https://www.metacritic.com/game/double-dragon-advance/
324,Devil Engine: Complete Edition,"Nov 9, 2023","A last ditch effort to destroy what was once to be our savior. A final mission to eliminate a disastrous future. A single ship against Earth's entire military. The Andraste is the only hope to defeat...the Devil Engine.

Devil Engine is a high octane, classic styled side scrolling shoot-em-up heavily influenced by the best in the genre from the 32-bit era, featuring a variety of incredible locations, hand drawn pixel art, and a blood-pumping soundtrack that brings the dark future to life.

Devil Engine: Complete Edition also includes the Ignition DLC which is a definitive expansion pack to the original Devil Engine; the amount of content is almost doubled!

Featuring 6 new stages, a new ship and an Arranged soundtrack by a variety of veteran composers, Devil Engine Ignition adds a load of new content to the already packed Devil Engine!",https://www.metacritic.com/game/devil-engine-complete-edition/
325,Berzerk: Recharged,"Nov 9, 2023","In this reimagining of the 1980 arcade classic, Berzerk: Recharged challenges you to fight your way through a deadly maze filled with waves of menacing, vocal robots. Deft twin-stick control and power-ups are the only way to survive, as you shoot your way through room after room in this never-ending dystopian maze. And don't forget, Evil Otto may have a smile on his face, but he is deadly and invincible. 

As with all Recharged games, you can chase a high score in arcade mode, or take on one of the many challenges the design team has hand-crafted to test your shooting and dodging skills. If things get too hard, you can always grab a friend to double your firepower in local co-op.",https://www.metacritic.com/game/berzerk-recharged/
326,Super Double Dragon,"Nov 9, 2023","The two greatest martial arts heroes of all time are back -- in SUPER DOUBLE DRAGON, an all-new adventure with awesome new moves, impossible new missions, and a hair-raising new cast of enemies!
Marian, a beautiful policewoman, is a student of Kung Fu and part-time assistant instructor at the martial arts training school run by Billy and Jimmy Lee. A narcotics investigator, she has disappeared while attempting to infiltrate the rughtless criminal mob known as the Black Shadow Warriors.
It will take all your incomparable fighting skill and knowledge to find and rescure Marian. Alone, or with the help of your brother, you must face the fearsome onslaught of the Shadow Warriors with the fabled power and ferocity of the DOUBLE DRAGON!",https://www.metacritic.com/game/super-double-dragon/
327,Barbaria,"Nov 9, 2023","Barbaria is a VR combat/builder mashup. Attack other players, build defenses, and equip your team as you compete to be the Mightiest in Barbaria!

Use your fists, axes, swords, bows, rocks, or anything else you can find for intense 1st person combat action. Toss enemies to allies to be dispatched, catch rocks flying toward your head, ignite an arrow before firing it at an enemy, or launch opponents into the air with traps. Then jump out to your immortal form and watch your minions carry on the battle while you rain down meteors from above. Systemic combat, enemy AI, and player-created defenses make every battle unique.

But remember, you aren't the only Semigod in Barbaria! Attack other player-created realms to increase your Mightiness, and receive rewards when your team successfully repels others.",https://www.metacritic.com/game/barbaria/
328,Like a Dragon Gaiden: The Man Who Erased His Name,"Nov 9, 2023","Kiryu returns in Like a Dragon Gaiden: The Man Who Erased His Name, launching in 2023!

This classic high-octane RGG action-adventure sheds light on Kiryu's perspective following the events of Yakuza 6: The Song of Life leading up to Like a Dragon 8.",https://www.metacritic.com/game/like-a-dragon-gaiden-the-man-who-erased-his-name/
329,Ikonei Island: An Earthlock Adventure,"Nov 9, 2023","Things have gone awry on Ikonei Island. The shield that once kept the island hidden from the world has vanished. An overabundance of magical amri is corrupting the flora, turning plants into dangerous monsters. Pirates are capturing and trading wildlife for profit.

Do you have what it takes to uncover the secrets of the island, and restore its natural balance?

Explore a diverse island, from dense jungles to snowy peaks. When danger and mystery lurks around every corner, it's important to come prepared. Harvest resources, craft tools and gear to keep monsters and pirates at bay. Sneak into pirate camps to free captured creatures, who will become powerful allies on your adventure. Create a home, tend to your farm and make the island your own. Ikonei is fully in your hands!",https://www.metacritic.com/game/ikonei-island-an-earthlock-adventure/
330,Spells & Secrets,"Nov 9, 2023","In this rogue-lite adventure, you free the Academy of Greifenstein from magical creatures by using your spells creatively. Play in local co-op, customize your own character, solve optional secrets and find powerful artifacts in this modern magical world.",https://www.metacritic.com/game/spells-and-secrets/
331,Tales of Arise: Beyond the Dawn,"Nov 9, 2023","In this title, you can experience a new story and adventure set in the world after the union of two worlds. You can enjoy the story of a new encounter with a girl named Nazamil and experience the reunion of Alphen and his parties to confront the fierce destiny she has followed.",https://www.metacritic.com/game/tales-of-arise-beyond-the-dawn/
332,Electrician Simulator,"Nov 9, 2023","Dad decided to retire and pass on his business to his son. A young apprentice in the art of electrical repairs and installations is now ready to embark on his own adventures as an aspiring professional.

Start off with small jobs and progress to very large and complicated installations. Repair and rebuild appliances, upgrade tools, and explore the world of a busy electrician.

Varied types of jobs will keep you on your toes while you learn about the basic rules of providing power to your home or workshop.",https://www.metacritic.com/game/electrician-simulator/
333,Dodge These Balls,"Nov 9, 2023",Try to avoid all gray Balls with your Red Ball as long as you can.,https://www.metacritic.com/game/dodge-these-balls/
334,The Darkside Detective Duology,"Nov 9, 2023",,https://www.metacritic.com/game/the-darkside-detective-duology/
335,Bem Feito,"Nov 9, 2023","Play once again Bem Feito, the great classic originally released for the handheld console JOGAROTO in 1999, now ported to all current platforms!

You'll be able to visit Reginaldo in his home on the tiny planet B-613. Take charge of the everyday tasks around his home and yard. Fish, cook, water your garden and flowers, harvest fruits, meet and CAPTIVATE many friends alongside Reginaldo.

""Bem Feito"" is a Life Sim where players follow Reginaldo, a charming and almost silent protagonist. Reginaldo's simple life revolves around his daily household tasks, captivating friends, and perhaps, unexpected choices that subtly shape the course of the game.",https://www.metacritic.com/game/bem-feito/
336,Double Dragon Advance,"Nov 9, 2023","For over three decades, both the Double Dragon Advance and Super Double Dragon have been hailed as the epitome of the Double Dragon series. Fans can buy the six-in-one Double Dragon Collection physical box for Switch, containing the following classics: Double Dragon, Double Dragon II: The Revenge, Double Dragon III: The Sacred Stones (all in English version), as well as the currently available Double Dragon IV.",https://www.metacritic.com/game/double-dragon-advance/
337,Urbek City Builder,"Nov 9, 2023",Urbek is a city building game where you can build your own neighbourhoods: from nightlife district to industrial district. Don't exhaust your natural resources before you have an educated population to build more efficient structures.,https://www.metacritic.com/game/urbek-city-builder/
338,Barbaria,"Nov 9, 2023","Barbaria is a VR combat/builder mashup. Attack other players, build defenses, and equip your team as you compete to be the Mightiest in Barbaria!

Use your fists, axes, swords, bows, rocks, or anything else you can find for intense 1st person combat action. Toss enemies to allies to be dispatched, catch rocks flying toward your head, ignite an arrow before firing it at an enemy, or launch opponents into the air with traps. Then jump out to your immortal form and watch your minions carry on the battle while you rain down meteors from above. Systemic combat, enemy AI, and player-created defenses make every battle unique.

But remember, you aren't the only Semigod in Barbaria! Attack other player-created realms to increase your Mightiness, and receive rewards when your team successfully repels others.",https://www.metacritic.com/game/barbaria/
339,Risk of Rain 2: Survivors of the Void,"Nov 8, 2023","The Gateway to The Void has opened! The corrupting power it contained has engulfed Petrichor V and plunged the planet into darkness. For millennia, The Void Creatures have grown dominant by taking artifacts from our realm to theirs. Now they look to add you to their collection.

Traverse new stages, uncover their secrets, and infiltrate The Void. Explore the beautiful waterfalls of Aphelian Sanctuary, take in the pungent odor of the Sulfur Pools, and enjoy accidental ice skating in Siphoned Forest.",https://www.metacritic.com/game/risk-of-rain-2-survivors-of-the-void/
340,GUNHEAD,"Nov 8, 2023","Gunhead is a fast paced strategic roguelike FPS where you take the role of a pirate mech with a gun for a head, looting derelict spaceships filled with monstrous drones made out of bone and steel. Sequel to the 2d roguelite Cryptark.",https://www.metacritic.com/game/gunhead/
341,Excessive Trim,"Nov 8, 2023","Take flight as a blunt-smokin’ alien in a buzzsaw saucer as he terrorizes farms and recklessly grinds through herds of livestock! Excessive Trim is a pseudo-3D vertical scrolling slice ’em up presented in stark black, white and red 3-tone pixel art. Take control of your circular bladed UFO and try to survive while you collect precious leaves.

Perform dashes to buzz through lines of stampeding cattle, avoid farm machinery, zip between trees and rock formations, cut down angry agriculturalists and more! Tag specific dash points for bonus leaves. Find backwater shops where you can choose between upgrades to give you more health or grant multipliers. But watch out! There’s always bound to be a tradeoff. Survive as long as you can through a procedurally generated stage loop, shoot for the high score and change your color palette to customize the experience.",https://www.metacritic.com/game/excessive-trim/
342,Snake Break,"Nov 8, 2023",,https://www.metacritic.com/game/snake-break/
343,Cave Digger 2,"Nov 8, 2023",,https://www.metacritic.com/game/cave-digger-2/
344,Tintin Reporter: Cigars of the Pharaoh,"Nov 7, 2023","Tintin and his dear Snowy will soon make a comeback on PC and consoles. 

This new action-adventure game will transport the player into a whirlwind of incredible situations and suspense hand in hand with the legendary Tintin and Snowy characters. Other iconic characters will join the cast like the renowned captain Haddock, fond of fine whiskey and sophisticated slurs, the genius professor Calculus and the finest detectives Thomson & Thompson.

After navigating all seas, exploring numerous continents, doing some deep sea diving in a submarine and even walking on the Moon, the most famous reporter is ready for some brand new interactive adventures.",https://www.metacritic.com/game/tintin-reporter-cigars-of-the-pharaoh/
345,The Forest Cathedral,"Nov 7, 2023","The Forest Cathedral is a first-person psychological thriller set on a remote island. Playing as scientist Rachel Carson, players will figure out why the island won't let her leave. The game tells the reimagined story of the attempted silence of Rachel Carson leading up to her discoveries on the harmful pesticide known as DDT.

Slowly uncover the effects of DDT in this dramatic reimagining of the story of Rachel Carson. Use advanced environmental technology to solve 2D/3D connected puzzles.",https://www.metacritic.com/game/the-forest-cathedral/
346,Kill It With Fire VR,"Nov 7, 2023","The good news: The VR version of Kill It With fire means the ultimate freedom to hunt and destroy mankind's most ancient and deadly nemesis. You'll have more control than ever over how you take down the eight-legged menace.

The bad news: It's SPIDERS. In VR. Don't say we didn't warn you.

Look, we don't need to complicate things, here. There's somewhat of a ""spider problem"" in town, and as a licensed Kill It With Fire exterminator, YOU are the solution.

But you're not going in alone. You've got a huge arsenal of weapons and technology to help you do a little bit of population control. And if there's a little collateral damage caused along the way? Well, it's best to be SURE they're dead.",https://www.metacritic.com/game/kill-it-with-fire-vr/
347,Stranded: Alien Dawn - Robots and Guardians,"Nov 7, 2023","Take up the rebel cause and extend your Stranded: Alien Dawn experience with this brand-new scenario. 

You have liberated Hope, the first sentient android, and have been forced to take refuge on an uncharted alien planet in the Outer Worlds. Defend against the threat of the ruthless manufacturing consortium aiming to destroy her. Establish and upgrade your base and defences with powerful new technologies to help you and your fellow rebels protect Hope for long enough to achieve full sentience.",https://www.metacritic.com/game/stranded-alien-dawn-robots-and-guardians/
348,Age of Wonders 4: Empires & Ashes,"Nov 7, 2023","Fuse magic and steel to create mighty weapons of war in the Age of Wonders 4: Empires & Ashes expansion. Ravage the realms of the Godir with the brutal Reaver culture, and besiege cities with cannons and war machines. Seek a new kind of victory by unlocking the secrets of the Seals of Power to conquer the Astral Sea! Reaver Culture Push progress forward at any cost in the Reaver culture, whose industrial might is fueled by conquests and raids. These expert engineers have mastered the art of binding magic to technology to achieve unparalleled power and dominance.
Avian Form

Hatch your most cunning strategy yet with the new Avian Form, complete with a set of traits and customization options.
4 New Tomes

Sharpen your anti-magic prowess, unlock the secrets of transmutation, and muster legions of machines and automatons. Bring forth magical mechanical wonders and dominate the battlefield like never before.
New Seals of Power Victory Mechanic

Locate and claim the Seals of Power to control access to the Astral Sea - and hold them long enough to control the realm in a fan-favorite Age of Wonders victory condition!
2 New Story Missions

Fight alongside Laryssa in order to stop the rampaging forces of Chaos from destroying the Astral Sea. 
A New Ancient Wonder and Infestation Location

Unearth a new hidden wonder and explore infested derelict workshops. Harness the power of ancient relics and clear the path to greatness!",https://www.metacritic.com/game/age-of-wonders-4-empires-and-ashes/
349,Pool Pro 2022,"Nov 7, 2023","Use your cue to shoot balls into holes, gain score and stars so you can progress further and unlock more powerfull cues.
Use your skill and intelect to solve the levels, but beware, they get harder as the game goes on.
Collect stars and unlock stronger cues so you can beat harder levels.",https://www.metacritic.com/game/pool-pro-2022/
350,Popcorn Rocket,"Nov 7, 2023","Popcorn Rocket is a silly food based old-school arcade space shooter. Pilot the Popcorn Rocket as you blast through hordes of food spaceships in order to save the galaxy from the evil Nebula Empire! With a wacky cast of heroes and villains, Popcorn Rocket will leave your stomach wanting more!",https://www.metacritic.com/game/popcorn-rocket/
351,Broken Universe - Tower Defense,"Nov 7, 2023",Enjoy the new and strategic casual defense incorporated into cartoon-style graphics! Set up a barrier to block enemies or create a maze to defend monsters from attacking. Every stage changes depending on how you play.,https://www.metacritic.com/game/broken-universe-tower-defense/
352,Nickelodeon All-Star Brawl 2,"Nov 7, 2023","Nickelodeon All-Star Brawl 2 lets you duke it out with the series' biggest and best fighting character roster yet, including all-new characters like Squidward Tentacles, Jimmy Neutron, and more to be announced. 

Choose your favorite brawlers, master their unique move sets, and use brand-new powerful Supers to land the finishing blow. 

Nickelodeon All-Star Brawl 2 will launch with its own single-player campaign featuring roguelike elements, voice acting for all playable characters, and full crossplay on all game systems.",https://www.metacritic.com/game/nickelodeon-all-star-brawl-2/
353,Let's Sing 2024,"Nov 7, 2023","Let's Sing 2024 brings a thrilling new karaoke experience to your living room. 

Enjoy chartbreaking hits and all-time classics that are guaranteed to make you sing at the top of your lungs. Step into the spotlight with the brand new career mode and rise to stardom. Become a VIP and test your vocal range with many more songs online. 

Experience seasonal events online with Let's Sing Fest and join the never-ending karaoke party alone or with friends while you play with people across the globe.",https://www.metacritic.com/game/lets-sing-2024/
354,"Car for Sale Simulator 2023 - Car Mechanic, Wash, Car Flipper","Nov 7, 2023","Step into the fast-paced world of automotive entrepreneurship with Car for Sale!

In this immersive simulation game, you’ll have the chance to build your own car dealership empire from the ground up. Buy, sell, and trade a wide variety of vehicles, from vintage classics to cutting-edge sports cars, as you aim to become the ultimate auto tycoon. Keep an eye on market trends, negotiate deals with customers, and expand your business to new heights. Will you become the king of the car lot in this thrilling automotive adventure?
Key Features:
• Build Your Car Empire: Start with a modest car lot and grow it into a sprawling auto dealership empire. Customize your dealership’s to attract customers.
• Wide Range of Vehicles: Collect and offer a diverse selection of cars, including sedans, trucks, sports cars, and exotic vehicles. Stay up to date with the latest models and classics for the best inventory.
• Market Dynamics: Keep a close watch on market trends, demand, and supply. Adapt your inventory to meet customer preferences and capitalize on profitable opportunities.
• Negotiation Skills: Hone your negotiation skills as you interact with potential buyers. Bargain for the best deals and build your reputation as a master car dealer.
• Expand and Upgrade: Invest your profits wisely to expand your operations, purchase new properties, and upgrade your facilities. Increase your dealership’s capacity and efficiency.
• Quests and Challenges: The game can feature a dedicated “Rare Car Hunt” mode, where you receive clues or hints about the whereabouts of these elusive vehicles.
• Realistic Graphics: Enjoy 3D graphics and variety car models that bring the automotive world to life.",https://www.metacritic.com/game/car-for-sale-simulator-2023-car-mechanic-wash-car/
355,SpellForce: Conquest of Eo,"Nov 7, 2023","On a journey to great magical might, explore and control the lands of Eo in this ever-changing turn-based strategy role-playing game. Field armies and heroes in tactical combat, finish hundreds of quests, and gather spells and artefacts to become the most powerful mage of all.",https://www.metacritic.com/game/spellforce-conquest-of-eo/
356,The Invincible,"Nov 6, 2023","The Invincible is a first-person Sci-Fi thriller set in a retro-future timeline. Waking up as a space scientist on a hostile planet, you embark on a mysterious mission to find the missing crew of your spaceship. Survival is a matter of your correct choices, taken whilst uncovering the secrets of the planet, bigger than anyone thought.

You are a scientist onboard an interstellar scientific expedition, suddenly thrown into a life-or-death rescue mission. Landing on a planet Regis III you have to find the missing crew members using some advanced space equipment, whilst relying on your brains and instincts to survive on the planet which quickly occurs to be unwelcoming. Soon you'll discover that Regis III holds terrifying secrets which are uncovered while you're piecing together the fate of your crew. And as you delve deeper into the mystery, you realise that perhaps you are not alone, and that some places like this planet are better left untouched. But it's too late to turn back.

Features:

* Retro-future atompunk setting reminiscent of the space race
* Analogue yet very advanced technology allowing for drones and autonomous robots to support or spoil your mission
* Immersive gameplay with a non-linear story shaped by your relationships, choices and persuasive skills
* Beautiful, state of the art graphics powered by Unreal Engine
* Intriguing story inspired by Stanislaw Lem's seminal sci-fi cult classic of the same name",https://www.metacritic.com/game/the-invincible/
357,So Much Stuff,"Nov 6, 2023",Time to find ALL the stuff.,https://www.metacritic.com/game/so-much-stuff/
358,Football Manager 2024,"Nov 6, 2023","Assemble a match-winning team and inspire them to dominate football’s biggest competitions in FM24 Console. When it’s time to take on the opposition, tactical tools and support from your backroom team will help to sharpen your team’s performances at both ends of the pitch.  Make every advantage count when you’re battling the best – have you got what it takes to win football’s top prizes?

•	Write your story. Chase instant glory with a career at one of the world’s best clubs or bring use the new save game compatibility feature to bring forward your journey from FM23 Console – the choice is yours. 

•	Find a successful strategy. The tactical styles popularised by the world’s leading managers are at your fingertips, allowing you to battle with the elite from day one. To really set yourself apart, add a unique twist to create your own winning philosophy.",https://www.metacritic.com/game/football-manager-2024/
359,MIRROR FLOOR,"Nov 6, 2023",,https://www.metacritic.com/game/mirror-floor/
360,Breezy Paws,"Nov 5, 2023",,https://www.metacritic.com/game/breezy-paws/
361,Whispered Flight,"Nov 5, 2023",,https://www.metacritic.com/game/whispered-flight/
362,Puzzle Vacations: Japan,"Nov 4, 2023","Relax and enjoy a puzzle vacation through the beautiful sights of Japan. Over a hundred high-quality images of Tokyo, geishas, cherry blossoms, castles, and more! 

Choose from a variety of categories and complete jigsaw puzzles of up to 400 pieces on your glorious trip across Japan!",https://www.metacritic.com/game/puzzle-vacations-japan/
363,Puzzle Vacations: Christmas,"Nov 4, 2023","It's Christmas time, and what better way to celebrate the season than to snuggle up with some holiday puzzles? With 125 different yuletide images, 2 different puzzle modes, 52 different puzzle types -- including artistic cuts with unique pieces -- and puzzle sizes up to 400 pieces, Puzzle Vacations: Christmas offers you over 20,000 puzzle options to choose from!",https://www.metacritic.com/game/puzzle-vacations-christmas/
364,Quantum Error,"Nov 3, 2023","When the Monad Quantum Research Facility - 30 miles off the shore of CA - is attacked by an unknown entity, engulfing the complex in flames and putting it into a full containment lock-down, a distress call is sent for mutual aid to the Garboa Fire Dept in San Francisco, CA.

Fire Chief Sturgis answers the call and sends you - Capt. Jacob Thomas - your partner Shane Costa and a crew by helicopter to the Monad Facility.

Your mission is simple: save as many lives from the burning complex as possible and get out. However, what starts as a rescue mission quickly plummets into darkness, when you arrive and find that things are not as they appear.

Quantum Error is a cosmic-horror FPS in development by TeamKill Media.",https://www.metacritic.com/game/quantum-error/
365,Jumanji: Wild Adventures,"Nov 3, 2023","Jumanji: Wild Adventures reunites the world’s most heroic explorers in a hilarious and exciting multiplayer adventure. Dr. Smolder Bravestone, Ruby Roundhouse, Franklin “Mouse” Finbar and Professor Shelly Oberon are all back and ready to quest as they search for treasure beyond their wildest imaginations. Players will have to work together as they find themselves back in the vast world of Jumanji, where they will be tasked with finding The Jewel of Jumanji, a mysterious artifact that is the key to finding their way back home. Featuring huge locations and formidable bosses, Jumanji: Wild Adventures is an all new, follow-up to Outright Games’ previous best selling title Jumanji: The Video Game. The game will be four times bigger, with a vast world to explore, including uncharted jungles, forgotten villages and icy mountains, even more deadly encounters and special items to unlock.",https://www.metacritic.com/game/jumanji-wild-adventures/
